Date,Número de pasajeros que salen de PR,Número de pasajeros que llegan a PR,Movimiento neto de pasajeros,Movimiento neto de pasajero últimos 12 meses,Número de pasajeros que salen de SJU,Número de pasajeros que salen de BQN,Número de pasajeros que salen de PSE,Número de pasajeros que salen de MAZ,Número de pasajeros que salen de HUC,Número de pasajeros que salen de ARE,Número de pasajeros que salen de VQS,Número de pasajeros que salen de SIG,Número de pasajeros que salen de NRR,Número de pasajeros que llegan a SJU,Número de pasajeros que llegan a BQN,Número de pasajeros que llegan a PSE,Número de pasajeros que llegan a MAZ,Número de pasajeros que llegan a CPX_D,Número de pasajeros que llegan a HUC,Número de pasajeros que llegan a ARE,Número de pasajeros que llegan a VQS,	Número de pasajeros que llegan a SIG,Número de pasajeros que llegan a NRR_D,DF_D,AF_D,DF_SJU_D,DF_BQN_D,DF_PSE_D,DF_MAZ_D,DF_CPX_D,DF_HUC_D,DF_ARE_D,DF_VQS_D,DF_SIG_D,DF_NRR_D,AF_SJU_D,AF_BQN_D,AF_PSE_D,AF_MAZ_D,AF_CPX_D,AF_HUC_D,AF_ARE_D,AF_VQS_D,AF_SIG_D,AF_NRR_D,Vuelos que despegan de PR,Vuelos que aterrizan en PR,Vuelos que despegan de SJU,Vuelos que despegan de BQN,Vuelos que despegan de PSE,Vuelos que despegan de MAZ,Vuelos que despegan de CPX,Vuelos que despegan de HUC,Vuelos que despegan de ARE,Vuelos que despegan de VQS,Vuelos que despegan de SIG,Vuelos que despegan de NRR,Vuelos que aterrizan en SJU,Vuelos que aterrizan en BQN,Vuelos que aterrizan en PSE,Vuelos que aterrizan en MAZ,Vuelos que aterrizan en Cpx,Vuelos que aterrizan en HUC,Vuelos que aterrizan en ARE,Vuelos que aterrizan en VQS,Vuelos que aterrizan en SIG,Vuelos que aterrizan en NRR,Vuelos que aterrizan en AA,Vuelos que aterrizan en Jetblue Airways,Pasajeros que salen de PR por medio de Continental Air Lines Inc.,Pasajeros que salen de PR por medio de US Airways Inc.,Pasajeros que salen de PR por medio de Spirit Air Lines,Pasajeros que llegan a PR por medio de American Airlines Inc.,Pasajeros que llegan a PR por medio de JetBlue Airways,Pasajeros que llegan a PR por medio de Continental Airlines Inc.,Pasajeros que llegan a PR por medio de US Airways Inc.,Pasajeros que llegan a PR por medio de Spirit Airlines,DF_FX_D,DF_5X_D,DF_WI_D,DF_ABX_D,DF_JW_D,DF_AA_D,AF_FX_D,AF_5X_D,AF_WI_D,AF_ABX_D,AF_JW_D,AF_AA_D,Vuelos que despegan de Cape Air,Vuelos que despegan de Jetblue Airways,Vuelos que despegan de American Airlines Inc,Vuelos que despegan de Vieques Air Link Inc,Vuelos que despegan de Executive Airlines,Vuelos que aterrizan de Cape Air,Vuelos que aterrizan de Jetblue Airways,Vuelos que aterrizan de American Airlines Inc,Vuelos que aterrizan de Vieques Air Link Inc,Vuelos que aterrizan de Executive Airlines
1991-12,287011,331991,-44980,34987,274805,4927,3323,3956,0,0,0,0,0,0,316544,6280,4638,4529,0,0,0,0,0,0,6612304,6940495,6612154,75,75,0,0,0,0,0,0,0,6939653,842,0,0,0,0,0,0,0,0,3539,3539,2992,44,109,394,0,0,0,0,0,0,2989,46,109,395,0,0,0,0,0,0,174026,0,2889,7105,0,204550,0,3019,8900,0,0,0,0,0,0,5208971,0,0,0,0,0,5208971,0,0,1224,0,0,0,0,1227,0,1746
1991-11,242244,255509,-13265,34574,232075,3054,3262,3853,0,0,0,0,0,0,244433,3391,3632,4053,0,0,0,0,0,0,7456600,9274592,7456450,150,0,0,0,0,0,0,0,0,9273706,70,816,0,0,0,0,0,0,0,3244,3237,2779,25,84,356,0,0,0,0,0,0,2771,25,85,356,0,0,0,0,0,0,146536,0,1814,6955,0,155609,0,1814,7491,0,0,0,0,0,0,6055297,0,0,0,0,0,6055297,0,0,1124,0,0,0,0,1126,0,1565
1991-10,208396,214172,-5776,35964,198766,2949,2580,4101,0,0,0,0,0,0,204643,2612,2804,4113,0,0,0,0,0,0,7850445,9646810,7849735,710,0,0,0,0,0,0,0,0,9646640,0,170,0,0,0,0,0,0,0,3419,3417,2890,26,88,415,0,0,0,0,0,0,2887,26,88,416,0,0,0,0,0,0,129024,0,0,6010,0,134183,0,0,6826,0,0,0,0,0,0,6558244,0,0,0,0,0,6558244,0,0,1165,0,0,0,0,1166,0,1716
1991-09,208104,191566,16538,34840,197342,3400,3009,4353,0,0,0,0,0,0,182043,2681,2857,3985,0,0,0,0,0,0,7442227,9092519,7442097,130,0,0,0,0,0,0,0,0,8974387,118002,130,0,0,0,0,0,0,0,3352,3351,2811,27,88,426,0,0,0,0,0,0,2810,30,87,424,0,0,0,0,0,0,126758,0,0,6762,0,117778,0,0,6343,0,0,0,0,0,0,6049822,0,0,0,0,0,6049822,0,0,1091,0,0,0,0,1089,0,1727
1991-08,322683,297718,24965,41602,308302,5577,3647,5157,0,0,0,0,0,0,283426,5447,3974,4871,0,0,0,0,0,0,7954814,9137749,7951446,2549,819,0,0,0,0,0,0,0,9130618,5370,1761,0,0,0,0,0,0,0,3678,3682,3082,51,97,448,0,0,0,0,0,0,3085,51,97,449,0,0,0,0,0,0,194931,0,0,11649,0,177127,0,0,11187,0,0,0,0,0,0,6175542,0,0,0,0,0,6175542,0,0,1165,0,0,0,0,1167,0,1830
1991-07,335460,351722,-16262,42954,319091,6810,3930,5629,0,0,0,0,0,0,333760,7515,4992,5455,0,0,0,0,0,0,6427524,9130781,6424871,1912,741,0,0,0,0,0,0,0,9120504,9917,360,0,0,0,0,0,0,0,3668,3673,3044,76,118,430,0,0,0,0,0,0,3045,76,121,431,0,0,0,0,0,0,198804,0,0,11254,0,212121,0,0,11152,0,0,0,0,0,0,4931589,0,0,0,0,0,4931589,0,0,1155,0,0,0,0,1155,0,1791
1991-06,317591,321280,-3689,37936,301851,6002,4903,4835,0,0,0,0,0,0,306240,5507,4894,4639,0,0,0,0,0,0,7369041,9694067,7365531,1707,1803,0,0,0,0,0,0,0,9685459,3883,4725,0,0,0,0,0,0,0,3424,3432,2922,53,109,340,0,0,0,0,0,0,2922,59,109,342,0,0,0,0,0,0,182621,0,0,10512,0,187372,0,0,10938,0,0,0,0,0,0,5242154,0,0,0,0,0,5242154,0,0,1041,0,0,0,0,1041,0,1708
1991-05,276981,255883,21098,39338,264436,4181,3433,4931,0,0,0,0,0,0,245497,3629,2308,4449,0,0,0,0,0,0,7168568,10057506,7162393,5437,738,0,0,0,0,0,0,0,10043492,7089,6925,0,0,0,0,0,0,0,3371,3369,2894,41,93,343,0,0,0,0,0,0,2894,41,90,344,0,0,0,0,0,0,167336,0,408,9350,0,154242,0,408,8492,0,0,0,0,0,0,5468188,0,0,0,0,0,5468188,0,0,1043,0,0,0,0,1043,0,1728
1991-04,272240,258997,13243,47506,261512,3112,2919,4697,0,0,0,0,0,0,249646,2862,2187,4302,0,0,0,0,0,0,6599575,9836410,6587643,6810,5122,0,0,0,0,0,0,0,9824190,5595,6625,0,0,0,0,0,0,0,3270,3271,2814,34,89,333,0,0,0,0,0,0,2813,34,89,335,0,0,0,0,0,0,160447,0,771,10129,0,155660,0,771,9174,0,34028,0,0,0,0,4261001,4792,0,0,0,0,4261001,0,0,1009,0,0,0,0,1008,0,1667
1991-03,239373,235214,4159,41250,235930,1854,1589,0,0,0,0,0,0,0,231957,1943,1314,0,0,0,0,0,0,0,7293550,8761508,7293190,0,360,0,0,0,0,0,0,0,8757877,0,3631,0,0,0,0,0,0,0,1635,1640,1589,20,26,0,0,0,0,0,0,0,1593,20,27,0,0,0,0,0,0,0,151711,0,1285,10660,0,148280,0,1285,10904,0,0,0,0,0,0,5230554,0,0,0,0,0,5230554,0,0,1043,0,0,0,0,1046,0,0
1991-02,195578,197657,-2079,58925,192655,1862,1061,0,0,0,0,0,0,0,194913,1861,883,0,0,0,0,0,0,0,6293272,7299982,6266272,27000,0,0,0,0,0,0,0,0,7298606,0,1376,0,0,0,0,0,0,0,1446,1437,1407,21,18,0,0,0,0,0,0,0,1400,20,17,0,0,0,0,0,0,0,130497,0,1028,8595,0,131865,0,1028,9429,0,703,0,0,0,0,4464762,0,0,0,0,0,4464762,0,0,919,0,0,0,0,917,0,0
1991-01,259814,218779,41035,58327,252707,1805,5302,0,0,0,0,0,0,0,214090,1325,3364,0,0,0,0,0,0,0,5559446,8336635,5553732,120,5594,0,0,0,0,0,0,0,8334529,0,2106,0,0,0,0,0,0,0,1730,1714,1671,17,42,0,0,0,0,0,0,0,1658,17,39,0,0,0,0,0,0,0,158348,0,529,9310,0,137398,0,529,8298,0,0,0,0,0,0,3918329,0,0,0,0,0,3918329,0,0,1041,0,0,0,0,1038,0,0
1990-12,262873,308266,-45393,53042,251297,1648,6118,3810,0,0,0,0,0,0,294217,2490,7672,3887,0,0,0,0,0,0,6217847,9996887,5894168,316437,7242,0,0,0,0,0,0,0,9681992,306875,8020,0,0,0,0,0,0,0,3683,3672,3180,33,120,350,0,0,0,0,0,0,3169,30,123,350,0,0,0,0,0,0,143200,0,0,7432,0,170312,0,0,9417,0,0,0,0,0,0,4237431,0,0,0,0,0,4237431,0,0,1096,0,0,0,0,1104,0,1768
1990-11,258902,270777,-11875,98435,249966,973,4023,3940,0,0,0,0,0,0,261506,1037,4355,3879,0,0,0,0,0,0,6895784,10397519,6479817,414052,1915,0,0,0,0,0,0,0,9945146,439731,12642,0,0,0,0,0,0,0,3413,3387,2976,24,94,319,0,0,0,0,0,0,2948,26,94,319,0,0,0,0,0,0,151431,0,0,7773,0,161283,0,0,8790,0,0,0,0,0,0,5056429,0,0,0,0,0,5056429,0,0,1063,0,0,0,0,1053,0,1653
1990-10,211902,218802,-6900,110310,206027,1398,492,3985,0,0,0,0,0,0,213072,1312,411,4004,0,0,0,0,0,0,7043450,10825362,7043450,0,0,0,0,0,0,0,0,0,10825362,0,0,0,0,0,0,0,0,0,3420,3374,3000,12,61,347,0,0,0,0,0,0,2953,12,61,347,0,0,0,0,0,1,128573,0,82,6148,0,133809,0,0,7248,0,0,210100,0,0,0,5193313,0,589800,0,0,0,5193313,0,0,1031,0,0,0,0,1034,0,1724
1990-09,223405,200105,23300,117210,216520,1936,600,4349,0,0,0,0,0,0,194307,1364,427,4007,0,0,0,0,0,0,6838961,9863203,6713252,125709,0,0,0,0,0,0,0,0,9681120,182033,0,50,0,0,0,0,0,0,3352,3318,2926,18,60,348,0,0,0,0,0,0,2891,18,60,349,0,0,0,0,0,0,133849,0,0,5857,0,118087,0,0,5472,0,0,227600,0,0,0,4650203,0,323100,0,0,0,4650203,0,0,977,0,0,0,0,978,0,1723
1990-08,312607,286290,26317,93910,305792,1357,657,4801,0,0,0,0,0,0,280020,1340,458,4472,0,0,0,0,0,0,5845268,10428033,5845223,0,45,0,0,0,0,0,0,0,10428033,0,0,0,0,0,0,0,0,0,3590,3540,3164,10,62,354,0,0,0,0,0,0,3113,11,62,354,0,0,0,0,0,0,182818,0,0,9119,0,165915,0,0,7873,0,0,0,0,0,0,4186589,0,0,0,0,0,4186589,0,0,1073,0,0,0,0,1077,0,1778
1990-07,339894,361174,-21280,67593,332788,1489,674,4925,0,0,0,0,0,18,353769,1717,469,4771,0,0,0,0,0,18,5265200,9962003,5265172,0,28,0,0,0,0,0,0,0,9962003,0,0,0,0,0,0,0,0,0,3757,3717,3316,11,62,365,0,0,0,0,0,3,3273,11,62,366,0,0,0,0,0,5,187483,0,0,10478,0,201829,0,0,10562,0,0,0,0,0,0,3757556,0,0,0,0,0,3757556,0,0,1115,0,0,0,0,1116,0,1820
1990-06,274510,276797,-2287,88873,274488,22,0,0,0,0,0,0,0,0,276776,21,0,0,0,0,0,0,0,0,6178086,9812071,6178086,0,0,0,0,0,0,0,0,0,9812071,0,0,0,0,0,0,0,0,0,1677,1677,1676,1,0,0,0,0,0,0,0,0,1676,1,0,0,0,0,0,0,0,0,174291,0,0,8782,0,175623,0,0,9204,0,0,0,0,0,0,4645168,0,0,0,0,0,4645168,0,0,1004,0,0,0,0,1009,0,0
1990-05,254383,225117,29266,91160,254383,0,0,0,0,0,0,0,0,0,225117,0,0,0,0,0,0,0,0,0,6713645,9945442,6713645,0,0,0,0,0,0,0,0,0,9945442,0,0,0,0,0,0,0,0,0,1660,1654,1660,0,0,0,0,0,0,0,0,0,1654,0,0,0,0,0,0,0,0,0,170478,0,0,7922,0,150385,0,0,6751,0,0,0,0,0,0,4728587,0,0,0,0,0,4728587,0,0,1002,0,0,0,0,1007,0,0
1990-04,249756,242769,6987,61894,249756,0,0,0,0,0,0,0,0,0,242769,0,0,0,0,0,0,0,0,0,6248117,9550458,6248117,0,0,0,0,0,0,0,0,0,9550458,0,0,0,0,0,0,0,0,0,1635,1636,1635,0,0,0,0,0,0,0,0,0,1636,0,0,0,0,0,0,0,0,0,165522,0,0,6042,0,160102,0,0,5795,0,0,0,0,0,0,4050405,0,0,0,0,0,4050405,0,0,1023,0,0,0,0,1028,0,0
1990-03,252277,230443,21834,54907,252277,0,0,0,0,0,0,0,0,0,230443,0,0,0,0,0,0,0,0,0,7279858,9975851,7279858,0,0,0,0,0,0,0,0,0,9975851,0,0,0,0,0,0,0,0,0,1749,1737,1749,0,0,0,0,0,0,0,0,0,1737,0,0,0,0,0,0,0,0,0,169681,0,0,6768,0,150172,0,0,5877,0,0,0,0,0,368386,4452451,0,0,0,0,421727,4452451,0,0,1091,0,0,0,0,1090,0,0
1990-02,232402,235079,-2677,33073,232402,0,0,0,0,0,0,0,0,0,235079,0,0,0,0,0,0,0,0,0,6213339,8415154,6213339,0,0,0,0,0,0,0,0,0,8415154,0,0,0,0,0,0,0,0,0,1564,1563,1564,0,0,0,0,0,0,0,0,0,1563,0,0,0,0,0,0,0,0,0,155299,0,0,5851,0,155444,0,0,6241,0,0,0,0,0,4980,4197371,0,0,0,0,0,4197371,0,0,970,0,0,0,0,971,0,0
1990-01,270681,234931,35750,35750,270681,0,0,0,0,0,0,0,0,0,234931,0,0,0,0,0,0,0,0,0,5295778,8375496,5295778,0,0,0,0,0,0,0,0,0,8375496,0,0,0,0,0,0,0,0,0,1741,1737,1741,0,0,0,0,0,0,0,0,0,1737,0,0,0,0,0,0,0,0,0,174895,0,0,6814,0,151869,0,0,5574,0,0,0,0,0,0,3583667,0,0,0,0,0,3583667,0,0,1089,0,0,0,0,1084,0,0
