Date,Núm.pasajeros salientes,Núm.pasajeros entrantes,Movimiento neto pasajeros,Movimiento neto pasajeros ultimos 12 meses,Pasajeros salientes SJU,Pasajeros entrantes SJU,Pasajeros salientes BQN,Pasajeros entrantes BQN,Pasajeros salientes PSE,Pasajeros entrantes PSE,Pasajeros salientes MAZ,Pasajeros entrantes MAZ,Pasajeros salientes CPX,Pasajeros entrantes CPX,Pasajeros salientes HUC,Pasajeros entrantes HUC,Pasajeros salientes ARE,Pasajeros entrantes ARE,Pasajeros salientes VQS,Pasajeros entrantes VQS,Pasajeros salientes SIG,Pasajeros entrantes SIG,Pasajeros salientes NRR,Pasajeros entrantes NRR,Carga saliente,Carga entrante,Carga saliente SJU,Carga entrante SJU,Carga saliente BQN,Carga entrante BQN,Carga saliente PSE,Carga entrante PSE,Carga saliente MAZ,Carga entrante MAZ,Carga saliente CPX,Carga entrante CPX,Carga saliente HUC,Carga entrante HUC,Carga saliente ARE,Carga entrante ARE,Carga saliente VQS,Carga entrante VQS,Carga saliente SIG,Carga entrante SIG,Carga saliente NRR,Carga entrante NRR,Núm.vuelos salientes.,Núm.vuelos entrantes.,Vuelos salientes SJU,Vuelos salientes BQN,Vuelos salientes PSE,Vuelos salientes MAZ,Vuelos salientes CPX,Vuelos salientes HUC,Vuelos salientes ARE,Vuelos salientes VQS,Vuelos salientes SIG,Vuelos salientes NRR,Vuelos entrantes SJU,Vuelos entrantes BQN,Vuelos entrantes PSE,Vuelos entrantes MAZ,Vuelos entrantes CPX,Vuelos entrantes HUC,Vuelos entrantes ARE,Vuelos entrantes VQS,Vuelos entrantes SIG,Vuelos entrantes NRR,Pasajeros salientes COPA Airlines,Pasajeros entrantes COPA Airlines,Pasajeros salientes Iberia Airlines,Pasajeros entrantes Iberia Airlines,Pasajeros salientes Elite Airways,Pasajeros entrantes Elite Airways,Pasajeros salientes Air Canada,Pasajeros entrantes Air Canada,Carga saliente Martinair Holland,Carga entrante Martinair Holland,Carga saliente Iberia Airlines,Carga entrante Iberia Airlines,Carga saliente COPA Airlines,Carga entrante COPA Airlines,Carga saliente Piedmont Airlines,Carga entrante Piedmont Airlines,Vuelos salientes Elite Airways,Vuelos entrantes Elite Airways,Vuelos salientes COPA Airlines,Vuelos entrantes COPA Airlines,Vuelos salientes Martinair Holland,Vuelos entrantes Martinair Holland,Vuelos salientes Iberia Airlines,Vuelos entrantes Iberia Airlines
1998-08,417905,414926,2979,12493,409139,406538,5888,5614,983,887,1895,1887,0,0,0,0,0,0,0,0,0,0,0,0,11508286,12031372,6043930,8287421,5444107,3705926,20249,36591,0,1434,0,0,0,0,0,0,0,0,0,0,0,0,5213,5204,4830,210,86,87,0,0,0,0,0,0,4843,187,87,87,0,0,0,0,0,0,5938,8032,4624,5341,0,0,0,0,45162,45162,16614,24233,4899,37723,0,0,0,0,94,94,10,10,26,26
1998-07,438963,462775,-23812,18839,431384,452174,4027,6901,1077,1209,2317,2333,0,0,0,0,0,0,0,0,0,0,158,158,8627127,9582248,6034898,8288228,2570819,1257697,21410,34411,0,1912,0,0,0,0,0,0,0,0,0,0,0,0,5337,5294,4961,195,87,93,0,0,0,0,0,1,4967,146,87,93,0,0,0,0,0,1,6597,9148,5070,5692,0,0,0,0,186822,235806,170685,273264,4607,30954,0,0,0,0,144,145,9,9,26,26
1998-06,417951,414354,3597,19848,409136,406088,4862,4411,1304,1257,2487,2436,0,0,0,0,0,0,0,0,0,0,162,162,10647649,11818608,7200822,9180158,3419151,2599928,26590,37436,0,0,0,0,0,0,0,0,0,0,0,0,1086,1086,4948,4932,4571,199,88,89,0,0,0,0,0,1,4566,188,88,89,0,0,0,0,0,1,6665,7746,4645,3806,0,0,0,0,151802,117359,192458,160851,11487,28171,0,0,0,0,120,120,9,9,20,20
1998-05,400054,373659,26395,24723,394163,368614,1711,1381,1569,1335,2611,2329,0,0,0,0,0,0,0,0,0,0,0,0,10641280,12342769,7341321,9742333,3279159,2573673,20800,26763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4927,4889,4577,158,101,91,0,0,0,0,0,0,4555,142,101,91,0,0,0,0,0,0,5365,5128,4068,3024,0,0,0,0,124432,88885,132058,203750,18824,44931,0,0,0,0,126,126,9,9,18,18
1998-04,422151,414033,8118,17403,418417,410607,0,0,1194,1098,2540,2328,0,0,0,0,0,0,0,0,0,0,0,0,10483405,11137627,7500360,8762943,2961985,2343799,21060,30885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4951,4923,4620,143,100,88,0,0,0,0,0,0,4613,122,101,87,0,0,0,0,0,0,4684,5891,3722,3505,0,0,0,0,65463,33312,152196,199346,8327,15107,0,0,0,0,120,120,8,8,17,17
1998-03,456174,443231,12943,17048,452341,439725,0,0,1196,1188,2637,2318,0,0,0,0,0,0,0,0,0,0,0,0,12302738,13146734,10058468,11159490,2223798,1961570,20472,25674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5314,5319,5011,114,101,88,0,0,0,0,0,0,5025,105,100,89,0,0,0,0,0,0,5399,6153,2594,2594,0,0,489,73,194134,226731,150460,252217,11365,21767,0,0,0,0,124,125,10,10,16,16
1998-02,412989,416245,-3256,16295,405484,408807,3673,3810,1765,1676,2067,1952,0,0,0,0,0,0,0,0,0,0,0,0,11358463,11894216,9031504,10044721,2305742,1825167,20517,24328,700,0,0,0,0,0,0,0,0,0,0,0,0,0,5028,5028,4670,156,118,84,0,0,0,0,0,0,4678,149,117,84,0,0,0,0,0,0,5467,5607,2742,2610,0,0,550,128,109868,69159,152746,200818,11555,26032,52201,84264,0,0,113,113,8,8,16,16
1998-01,486518,478735,7783,16122,475548,469385,6411,5361,2584,2131,1975,1858,0,0,0,0,0,0,0,0,0,0,0,0,8077769,8936392,7188818,8397920,871589,520815,17362,17657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5551,5526,5234,135,121,61,0,0,0,0,0,0,5221,123,120,62,0,0,0,0,0,0,4642,6990,1549,1788,0,0,572,102,164738,161997,74881,160428,15592,20462,83728,94360,0,0,126,126,9,9,10,10
1997-12,442596,465242,-22646,20362,433165,453868,5375,6705,2246,2944,1810,1725,0,0,0,0,0,0,0,0,0,0,0,0,11978487,11491992,10075712,10589411,1885606,883578,17169,19003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5385,5346,5026,180,122,57,0,0,0,0,0,0,4998,167,123,58,0,0,0,0,0,0,5878,5125,1948,1725,0,0,130,74,0,0,44898,65424,94820,36995,0,41453,0,0,124,130,0,0,8,8
1997-11,389483,397753,-8270,14574,381654,389482,4480,4772,1833,1971,1516,1528,0,0,0,0,0,0,0,0,0,0,0,0,9648721,11867332,8122268,11074944,1504735,773026,21718,19362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4612,4607,4277,159,122,54,0,0,0,0,0,0,4277,156,120,54,0,0,0,0,0,0,5255,5673,2012,2294,0,0,0,0,0,0,80496,179397,18236,57108,48549,82285,0,0,126,126,0,0,9,9
1997-10,327523,329028,-1505,17712,320317,322117,3399,3449,1828,1755,1979,1707,0,0,0,0,0,0,0,0,0,0,0,0,10943184,11583011,8750824,10488243,2165273,1064932,27087,29836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4246,4235,3888,167,129,62,0,0,0,0,0,0,3881,162,130,62,0,0,0,0,0,0,7958,5900,1811,2287,0,0,0,0,0,0,99152,193316,23736,65111,69626,59035,0,0,126,126,0,0,9,9
1997-09,282484,272317,10167,19806,272646,263801,5096,4778,2690,2157,2052,1581,0,0,0,0,0,0,0,0,0,0,0,0,14566361,14392389,12125689,13312423,2423368,1065459,17304,14507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4005,3987,3675,163,106,61,0,0,0,0,0,0,3677,144,105,61,0,0,0,0,0,0,5307,5581,1498,1326,0,0,0,0,0,0,82361,182549,20817,46368,73283,0,0,0,123,123,0,0,8,7
1997-08,444828,435503,9325,21342,432584,423228,7045,6829,2934,3147,2265,2299,0,0,0,0,0,0,0,0,0,0,0,0,12042818,11419683,8957346,9845655,3085472,1571833,0,2195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5252,5243,4887,185,90,90,0,0,0,0,0,0,4891,161,98,93,0,0,0,0,0,0,6178,7102,1827,2429,0,0,0,0,0,0,75671,156878,59829,23159,72958,171209,0,0,67,67,0,0,12,12
1997-07,486087,508890,-22803,15125,471319,493843,9114,9374,3344,3268,2310,2405,0,0,0,0,0,0,0,0,0,0,0,0,10849453,11680075,8071671,10141177,2777512,1538748,270,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5311,5280,4937,189,92,93,0,0,0,0,0,0,4927,168,92,93,0,0,0,0,0,0,8253,8050,2145,2673,0,0,0,0,0,0,37873,219927,47549,9248,42441,41008,0,0,64,64,0,0,13,13
1997-06,440728,432256,8472,24385,426164,417986,9155,8647,3314,3335,2095,2288,0,0,0,0,0,0,0,0,0,0,0,0,12236117,12017895,8449475,10185933,3784560,1830518,2082,1444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4844,4840,4474,188,91,91,0,0,0,0,0,0,4495,164,90,91,0,0,0,0,0,0,7010,6423,2495,1923,0,0,0,0,0,0,223373,210718,37635,17360,76664,141941,0,0,60,61,0,0,9,9
1997-05,404352,385277,19075,36070,392891,373578,5987,6098,3092,3024,2382,2577,0,0,0,0,0,0,0,0,0,0,0,0,11215508,13169055,9189995,11757610,2023953,1411365,1560,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4678,4667,4329,134,92,123,0,0,0,0,0,0,4339,111,94,123,0,0,0,0,0,0,5614,5335,2003,1410,0,0,0,0,0,0,120892,264770,74901,28707,78192,82601,0,0,66,66,0,0,10,10
1997-04,435759,427996,7763,27301,423209,416644,6792,6135,3276,2610,2482,2607,0,0,0,0,0,0,0,0,0,0,0,0,10752016,13074470,8865073,11822236,1886602,1251893,341,341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4967,4963,4631,128,89,119,0,0,0,0,0,0,4647,108,89,119,0,0,0,0,0,0,5685,6193,1276,1359,0,0,170,131,0,0,104196,163273,64728,20829,14938,47991,0,0,63,63,0,0,8,8
1997-03,522266,510076,12190,25251,507850,496489,7335,7045,3380,3305,3701,3237,0,0,0,0,0,0,0,0,0,0,0,0,12255523,13167766,10513654,11642099,1741869,1525117,0,550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5579,5574,5169,112,122,176,0,0,0,0,0,0,5165,111,122,176,0,0,0,0,0,0,6011,5863,2083,2059,0,0,765,597,0,0,161212,250129,65802,15550,6420,85980,0,0,66,65,0,0,10,10
1997-02,418626,422055,-3429,27493,406311,409745,6918,6788,2583,2860,2814,2662,0,0,0,0,0,0,0,0,0,0,0,0,12093037,13720815,7376997,9302500,4712440,4417280,3600,1035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5056,5056,4664,129,108,155,0,0,0,0,0,0,4662,128,109,157,0,0,0,0,0,0,5494,6021,1847,1629,0,0,427,435,0,0,53944,160670,17492,7306,0,40247,0,0,58,58,0,0,7,7
1997-01,494641,482618,12023,29908,479782,468325,8335,7440,3124,3299,3400,3554,0,0,0,0,0,0,0,0,0,0,0,0,11616600,13635143,7083544,9286481,4419436,4348662,5455,0,0,0,0,0,0,0,0,0,0,0,0,0,108165,0,5631,5593,5201,131,117,181,0,0,0,0,0,1,5162,131,118,182,0,0,0,0,0,0,6077,7890,1588,1870,0,0,459,474,0,0,96232,129719,27562,4237,594053,429037,0,0,63,65,0,0,9,9
1996-12,456216,484650,-28434,29207,443445,470722,6447,7049,2855,3519,3456,3347,0,0,0,0,0,0,0,0,13,13,0,0,9742837,11149314,8186447,10038394,1556390,1068686,0,0,0,0,0,0,0,0,0,0,0,0,0,1202,0,41032,5363,5353,4934,107,142,178,0,0,0,0,1,1,4922,106,142,179,0,0,0,0,2,2,7410,5413,4046,3348,0,0,0,0,0,0,320256,144324,52607,22711,0,0,0,0,66,66,0,0,25,16
1996-11,383341,388473,-5132,36106,372344,377238,5547,5543,2520,2851,2906,2817,0,0,0,0,0,0,0,0,0,0,24,24,9791413,12916734,8572441,12089048,1218972,827048,0,638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4515,4502,4140,104,103,167,0,0,0,0,0,1,4132,99,103,167,0,0,0,0,0,1,5993,5740,3208,3404,0,0,0,0,0,0,191424,177425,5874,13099,0,0,0,0,58,58,0,0,18,18
1996-10,323348,322759,589,28956,313039,312359,4814,4618,2369,2798,3126,2984,0,0,0,0,0,0,0,0,0,0,0,0,13255984,14580157,11915727,13549132,1340257,1031025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4377,4367,3993,107,93,184,0,0,0,0,0,0,3984,104,93,186,0,0,0,0,0,0,5089,5226,3595,2518,0,0,0,0,0,0,230898,226472,54819,48908,0,0,0,0,65,65,0,0,26,18
1996-09,289354,277651,11703,28600,277774,267839,5709,4663,3294,2635,2577,2514,0,0,0,0,0,0,0,0,0,0,0,0,12923644,13146049,12025163,12553187,850951,545082,0,250,0,0,0,0,0,0,0,0,0,0,0,0,47530,47530,4023,4014,3691,85,86,160,0,0,0,0,0,1,3686,81,86,160,0,0,0,0,0,1,5020,5461,992,1001,0,0,0,0,0,0,54971,134130,33795,22671,0,0,0,0,62,62,0,0,18,18
1996-08,456574,453466,3108,28033,437033,435960,10634,9168,5868,5348,3039,2990,0,0,0,0,0,0,0,0,0,0,0,0,12472907,13839041,11403742,13030700,1069165,756559,0,2472,0,0,0,0,0,0,0,0,0,0,0,0,0,49310,5342,5352,4900,116,150,175,0,0,0,0,0,1,4909,116,151,175,0,0,0,0,0,1,6173,6969,2271,2956,0,0,0,0,0,0,72508,123517,12602,6802,0,0,0,0,62,62,0,0,30,30
1996-07,492477,506020,-13543,26934,471869,484118,11493,12177,5728,6573,3387,3152,0,0,0,0,0,0,0,0,0,0,0,0,9716734,11718741,8702623,11028856,951271,627045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62840,62840,5142,5122,4728,116,136,161,0,0,0,0,0,1,4710,113,137,161,0,0,0,0,0,1,7206,7045,2717,2784,0,0,0,0,0,0,50987,190384,5786,5696,0,0,0,0,62,62,0,0,14,13
1996-06,440846,420689,20157,63429,421437,402661,10936,10657,4755,4253,3377,3118,0,0,0,0,0,0,0,0,0,0,341,0,9054566,12158195,8237100,11425661,817466,732534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4915,4906,4481,119,145,168,0,0,0,0,0,2,4477,117,145,167,0,0,0,0,0,0,6529,6126,2045,1226,0,0,0,0,0,0,77550,182160,4299,7047,20790,0,0,0,60,60,0,0,11,11
1996-05,383121,372815,10306,27807,365639,356514,10556,9813,3835,3648,3091,2840,0,0,0,0,0,0,0,0,0,0,0,0,10925918,13448182,10109636,12759395,816282,688787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4741,4693,4314,126,124,177,0,0,0,0,0,0,4267,125,124,177,0,0,0,0,0,0,5740,5593,2963,761,0,0,0,0,0,0,156094,151276,3351,17589,0,0,0,0,62,62,0,0,17,9
1996-04,428454,422741,5713,29298,411750,407224,9952,9320,3768,3252,2984,2945,0,0,0,0,0,0,0,0,0,0,0,0,10131817,12302787,9434001,11825047,697816,477740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5219,5215,4761,117,144,197,0,0,0,0,0,0,4759,114,145,197,0,0,0,0,0,0,5968,6227,1660,1132,0,0,0,0,0,0,71456,186536,10776,15853,0,0,0,0,60,60,0,0,8,8
1996-03,461579,447147,14432,34278,446246,433042,8694,7980,3516,3214,3123,2770,0,0,0,0,0,0,0,0,0,0,0,141,12281931,13010267,11348505,12304048,933426,706219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5588,5589,5101,128,153,206,0,0,0,0,0,0,5104,124,154,206,0,0,0,0,0,1,4708,4722,2087,1171,0,0,387,280,0,0,138398,140989,1155,2673,0,0,0,0,62,62,0,0,9,8
1996-02,418343,419357,-1014,31990,404559,405693,8108,8062,2658,2694,3018,2908,0,0,0,0,0,0,0,0,0,0,0,0,12764653,13982308,10437330,11937720,2310568,2044588,0,0,0,0,0,0,0,0,0,0,0,0,16755,0,0,0,5066,5051,4617,136,140,172,0,0,0,0,1,0,4605,133,141,172,0,0,0,0,0,0,4671,4939,2340,659,0,0,604,619,0,0,194994,186166,2141,11706,0,0,0,0,58,58,0,0,18,9
1996-01,453018,441696,11322,27074,436292,427565,9420,7986,4383,3485,2923,2660,0,0,0,0,0,0,0,0,0,0,0,0,8873692,10955571,8317930,10517294,555762,438277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5191,5182,4789,103,145,154,0,0,0,0,0,0,4783,100,145,154,0,0,0,0,0,0,5120,6857,2651,927,0,0,380,490,0,0,223525,75084,1021,2746,0,0,0,0,62,62,0,0,16,8
1995-12,425837,447372,-21535,33875,412189,429926,8145,10624,3481,4937,2022,1885,0,0,0,0,0,0,0,0,0,0,0,0,9906032,10947027,9110874,10496506,769550,361191,0,0,0,0,0,0,0,0,0,0,0,0,25608,89330,0,0,4998,4978,4643,116,128,109,0,0,0,0,2,0,4629,110,128,109,0,0,0,0,2,0,6980,4832,1679,1246,0,0,140,183,0,0,120864,212489,3454,10991,0,0,0,0,62,62,0,0,10,10
1995-11,363056,375338,-12282,32509,348435,359932,10244,10785,2819,3005,1558,1616,0,0,0,0,0,0,0,0,0,0,0,0,10230016,13426715,9496352,12772028,692139,534275,0,0,0,0,0,0,0,0,0,0,0,0,41525,120412,0,0,4410,4411,4060,141,116,91,0,0,0,0,2,0,4061,140,116,91,0,0,0,0,3,0,5126,5188,1746,1316,0,0,0,0,0,0,105395,209911,3403,10831,0,0,0,0,60,60,0,0,9,9
1995-10,312672,312439,233,35365,299675,299163,8400,8632,2972,2971,1625,1673,0,0,0,0,0,0,0,0,0,0,0,0,13146138,15855697,12312750,15184985,785182,518543,0,0,0,0,0,0,0,0,0,0,0,0,41806,111349,6400,40820,4325,4336,3986,126,121,88,0,0,0,0,3,1,4001,122,121,88,0,0,0,0,3,1,4589,4937,1490,1291,0,0,0,0,0,0,88851,184404,2891,23505,0,0,0,0,62,62,0,0,8,8
1995-09,283911,272775,11136,32478,268651,258571,9442,9115,4004,3536,1616,1493,0,0,0,0,0,0,0,0,0,0,26,60,12798117,13085701,11692858,11961149,1038867,631668,0,0,0,0,0,0,0,0,0,0,0,0,0,49410,66392,443474,3647,3663,3338,123,100,76,0,0,0,0,0,9,3365,108,101,78,0,0,0,0,1,9,4163,4758,1638,1206,0,0,0,0,0,0,77724,182895,3949,8100,0,0,0,0,59,59,0,0,9,9
1995-08,480738,478729,2009,24581,455089,453454,17081,16911,6561,6407,2007,1957,0,0,0,0,0,0,0,0,0,0,0,0,11096979,13146383,10613146,12702589,436683,380319,0,0,0,0,0,0,0,0,0,0,0,0,47150,63475,0,0,4972,4978,4589,138,124,119,0,0,0,0,2,0,4596,138,124,118,0,0,0,0,2,0,6294,7267,2361,2922,0,0,0,0,0,0,78551,159150,1047,11150,0,0,0,0,62,62,0,0,14,14
1995-07,520772,497820,22952,28719,492771,471264,18911,17927,6966,6628,2124,2001,0,0,0,0,0,0,0,0,0,0,0,0,10770282,14025668,9748962,13177175,1021320,848493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5144,5151,4759,143,124,118,0,0,0,0,0,0,4768,141,124,118,0,0,0,0,0,0,7388,6838,2432,2317,0,0,0,0,0,0,67540,196427,2189,10067,0,0,0,0,60,60,0,0,13,13
1995-06,399257,414722,-15465,19635,377896,392462,15029,15743,4391,4498,1941,2019,0,0,0,0,0,0,0,0,0,0,0,0,11123917,13524611,10713220,13275853,410697,248758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4850,4864,4470,145,120,115,0,0,0,0,0,0,4484,145,120,115,0,0,0,0,0,0,6137,6563,1543,1202,0,0,0,0,0,0,126744,166896,1540,5388,0,0,0,0,60,60,0,0,9,9
1995-05,387604,375807,11797,30303,367743,357210,13916,13046,3923,3689,2022,1862,0,0,0,0,0,0,0,0,0,0,0,0,13223471,16273119,12796805,15878913,426666,394206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4992,4977,4598,152,124,118,0,0,0,0,0,0,4586,148,124,119,0,0,0,0,0,0,6401,6194,1550,700,0,0,0,0,0,0,83387,184367,2512,6402,0,0,0,0,62,62,0,0,9,9
1995-04,452804,442111,10693,30552,434346,424713,13094,12527,3239,2964,2125,1907,0,0,0,0,0,0,0,0,0,0,0,0,13494393,16263644,12935356,15679307,553537,542623,0,0,0,0,0,0,0,0,0,0,0,0,5500,41714,0,0,5482,5480,5099,147,96,139,0,0,0,0,1,0,5097,148,95,139,0,0,0,0,1,0,6287,6510,1516,1239,0,0,0,0,0,0,67107,233851,255,30076,0,0,0,0,60,60,0,0,9,9
1995-03,448216,436072,12144,23901,431096,420628,11935,10855,2779,2649,2406,1940,0,0,0,0,0,0,0,0,0,0,0,0,14477203,16349607,13723289,15614919,753914,734688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5885,5904,5487,160,92,146,0,0,0,0,0,0,5503,162,92,147,0,0,0,0,0,0,5966,6365,1904,733,0,0,0,0,0,0,61400,212018,1426,3628,0,0,0,0,62,63,0,0,10,10
1995-02,401531,407461,-5930,27682,385735,392002,10661,10649,2528,2554,2399,2048,0,0,0,0,0,0,0,0,0,0,208,208,10044259,11756332,9854868,11642998,189391,113332,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5249,5255,4902,131,82,133,0,0,0,0,0,1,4913,125,83,133,0,0,0,0,0,1,5476,5858,1386,709,0,0,0,0,0,0,132482,184606,1181,6659,0,0,0,0,56,56,0,0,9,9
1995-01,478718,460595,18123,27785,453856,439536,17616,15174,4240,3427,3006,2458,0,0,0,0,0,0,0,0,0,0,0,0,9683767,11044188,9155884,10559738,527883,484450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5683,5679,5236,183,108,156,0,0,0,0,0,0,5234,181,108,156,0,0,0,0,0,0,5300,5269,1619,938,0,0,0,0,0,0,43243,81145,1419,7495,0,0,0,0,31,31,0,0,9,9
1994-12,448718,471619,-22901,18511,428102,446991,14239,17458,3487,4467,2753,2703,0,0,0,0,0,0,0,0,0,0,137,0,11934912,13414308,10979718,12749246,955194,665062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5591,5584,5107,205,123,155,0,0,0,0,0,1,5101,203,124,155,0,0,0,0,0,1,6539,4539,1530,1261,0,0,0,0,0,0,93238,193747,1208,2303,0,0,0,0,62,62,0,0,9,9
1994-11,391541,400967,-9426,24596,375479,383478,9630,10814,3804,4142,2628,2533,0,0,0,0,0,0,0,0,0,0,0,0,11190938,13180510,10844326,13046686,346612,133624,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4718,4719,4336,134,100,148,0,0,0,0,0,0,4335,134,102,148,0,0,0,0,0,0,3248,3260,1456,1302,0,0,0,0,0,0,88585,146111,623,1162,0,0,0,0,31,31,0,0,8,8
1994-10,348806,351460,-2654,23860,332408,335243,8332,8217,5522,5679,2544,2321,0,0,0,0,0,0,0,0,0,0,0,0,12628010,15040004,10897722,13433033,1729923,1605391,365,1580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4560,4564,4108,163,141,147,0,0,0,0,0,1,4117,159,140,147,0,0,0,0,0,1,2904,2952,1546,1595,0,0,0,0,0,0,79726,203337,1089,4006,0,0,0,0,31,31,0,0,9,9
1994-09,328089,324850,3239,21985,307611,305291,10835,10138,7269,6800,2374,2227,0,0,0,0,0,0,0,0,0,0,0,394,11603932,13749345,10303403,12710814,1300529,1036481,0,2050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4491,4500,4046,162,138,144,0,0,0,0,0,1,4053,159,139,145,0,0,0,0,0,4,2686,3079,1457,851,0,0,0,0,0,0,59776,216042,81,2262,0,0,0,0,32,32,0,0,9,9
1994-08,477114,470967,6147,33643,450475,446681,17420,16062,6386,5669,2833,2555,0,0,0,0,0,0,0,0,0,0,0,0,10680294,13836064,10034986,13360668,645308,473659,0,1737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5236,5237,4836,157,93,150,0,0,0,0,0,0,4838,156,93,150,0,0,0,0,0,0,3197,3709,1972,2581,0,0,0,0,0,0,39945,207209,282,6409,0,0,0,0,35,35,0,0,13,13
1994-07,516489,502621,13868,28969,488383,473918,18665,19725,6334,6349,3107,2629,0,0,0,0,0,0,0,0,0,0,0,0,9759588,12871223,9325970,12467958,353747,322524,0,870,0,0,0,0,0,0,0,0,0,0,0,0,79871,79871,5298,5303,4912,141,92,152,0,0,0,0,0,1,4915,142,93,152,0,0,0,0,0,1,2878,3779,2205,2300,0,0,0,0,0,0,128333,220334,363,2347,0,0,0,0,42,42,0,0,13,13
1994-06,368174,372971,-4797,5671,345118,349930,16875,17640,3656,3113,2433,2288,0,0,0,0,0,0,0,0,0,0,92,0,10671127,13764543,10149566,12685202,521561,1065297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14044,4771,4775,4400,152,86,132,0,0,0,0,0,1,4406,150,86,132,0,0,0,0,0,1,2878,3030,3031,2474,0,0,0,0,0,0,99251,174506,1670,2444,0,0,0,0,30,30,0,0,22,22
1994-05,375261,363215,12046,17005,354625,344617,14760,13626,3528,2826,2348,2146,0,0,0,0,0,0,0,0,0,0,0,0,10893236,14064392,9844960,12715254,1048276,1349138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4892,4892,4532,145,92,123,0,0,0,0,0,0,4532,145,92,123,0,0,0,0,0,0,2781,2620,2030,1622,0,0,0,0,0,0,76188,161467,1327,7154,0,0,0,0,31,31,0,0,16,16
1994-04,414004,409962,4042,22802,395775,393547,13065,11847,3130,2575,2034,1984,0,0,0,0,0,0,0,0,0,0,0,9,9459760,13126550,9348552,12770164,111208,356386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4784,4784,4445,125,89,124,0,0,0,0,0,1,4444,126,89,124,0,0,0,0,0,1,2745,2992,2448,2549,0,0,0,0,0,0,51573,198460,4022,6131,0,0,0,0,31,31,0,0,32,23
1994-03,451794,435869,15925,24504,434628,420223,10480,11081,4132,2206,2554,2359,0,0,0,0,0,0,0,0,0,0,0,0,11739099,14991979,11240919,14715880,498180,276099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5212,5220,4814,133,112,152,0,0,0,0,0,1,4823,133,112,152,0,0,0,0,0,0,3210,2958,2783,2567,0,0,0,0,0,0,101253,213783,1023,2004,0,0,0,0,31,31,0,0,18,18
1994-02,396198,402025,-5827,13492,380207,386227,9707,9841,4093,3733,2191,2224,0,0,0,0,0,0,0,0,0,0,0,0,10603182,13420189,10558537,13357505,44645,62684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4683,4680,4340,107,99,137,0,0,0,0,0,0,4339,107,98,136,0,0,0,0,0,0,2573,2675,2444,2366,0,0,0,0,0,0,106326,218583,779,6305,0,0,0,0,28,28,0,0,17,17
1994-01,461846,452997,8849,16767,440771,436036,11872,9908,6525,4357,2678,2696,0,0,0,0,0,0,0,0,0,0,0,0,9286511,11973843,9286317,11876444,174,96425,20,974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5111,5121,4735,110,109,157,0,0,0,0,0,0,4746,109,109,157,0,0,0,0,0,0,2946,4150,2394,2257,0,0,0,0,0,0,65677,126863,6967,16621,0,0,0,0,37,38,0,0,16,16
