Date,Núm.pasajeros salientes,Núm.pasajeros entrantes,Movimiento neto pasajeros,Movimiento neto pasajeros ultimos 12 meses,Pasajeros salientes SJU,Pasajeros entrantes SJU,Pasajeros salientes BQN,Pasajeros entrantes BQN,Pasajeros salientes PSE,Pasajeros entrantes PSE,Pasajeros salientes MAZ,Pasajeros entrantes MAZ,Pasajeros salientes CPX,Pasajeros entrantes CPX,Pasajeros salientes HUC,Pasajeros entrantes HUC,Pasajeros salientes ARE,Pasajeros entrantes ARE,Pasajeros salientes VQS,Pasajeros entrantes VQS,Pasajeros salientes SIG,Pasajeros entrantes SIG,Pasajeros salientes NRR,Pasajeros entrantes NRR,Carga saliente,Carga entrante,Carga saliente SJU,Carga entrante SJU,Carga saliente BQN,Carga entrante BQN,Carga saliente PSE,Carga entrante PSE,Carga saliente MAZ,Carga entrante MAZ,Carga saliente CPX,Carga entrante CPX,Carga saliente HUC,Carga entrante HUC,Carga saliente ARE,Carga entrante ARE,Carga saliente VQS,Carga entrante VQS,Carga saliente SIG,Carga entrante SIG,Carga saliente NRR,Carga entrante NRR,Núm.vuelos salientes.,Núm.vuelos entrantes.,Vuelos salientes SJU,Vuelos salientes BQN,Vuelos salientes PSE,Vuelos salientes MAZ,Vuelos salientes CPX,Vuelos salientes HUC,Vuelos salientes ARE,Vuelos salientes VQS,Vuelos salientes SIG,Vuelos salientes NRR,Vuelos entrantes SJU,Vuelos entrantes BQN,Vuelos entrantes PSE,Vuelos entrantes MAZ,Vuelos entrantes CPX,Vuelos entrantes HUC,Vuelos entrantes ARE,Vuelos entrantes VQS,Vuelos entrantes SIG,Vuelos entrantes NRR,Pasajeros salientes COPA Airlines,Pasajeros entrantes COPA Airlines,Pasajeros salientes Iberia Airlines,Pasajeros entrantes Iberia Airlines,Pasajeros salientes Elite Airways,Pasajeros entrantes Elite Airways,Pasajeros salientes Air Canada,Pasajeros entrantes Air Canada,Carga saliente Martinair Holland,Carga entrante Martinair Holland,Carga saliente Iberia Airlines,Carga entrante Iberia Airlines,Carga saliente COPA Airlines,Carga entrante COPA Airlines,Carga saliente Piedmont Airlines,Carga entrante Piedmont Airlines,Vuelos salientes Elite Airways,Vuelos entrantes Elite Airways,Vuelos salientes COPA Airlines,Vuelos entrantes COPA Airlines,Vuelos salientes Martinair Holland,Vuelos entrantes Martinair Holland,Vuelos salientes Iberia Airlines,Vuelos entrantes Iberia Airlines
2003-03,436124,427062,9062,23103,426949,418800,4141,3646,259,196,1626,1362,0,0,0,0,0,0,1203,1146,414,543,1395,1240,30302962,36023224,21214052,26283025,9072728,9731704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16182,8495,7567,7522,6793,262,112,58,0,0,0,199,86,10,6757,244,112,59,0,0,0,211,83,9,3182,3503,6003,5980,0,0,2311,1962,5709381,5747458,183709,546830,11961,69975,0,0,0,0,59,59,39,39,31,31
2003-02,374536,376459,-1923,22110,366304,368336,3352,3439,315,270,1541,1359,0,0,0,0,0,0,1118,1099,379,454,1352,1334,28597934,33793873,20643112,25326043,7954822,8467830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6960,6884,6250,204,121,52,0,0,0,197,80,9,6177,203,121,52,0,0,0,201,74,9,2776,2829,8593,8493,0,0,1992,1975,6320867,6540653,131934,363820,900,42770,0,0,0,0,56,56,42,42,27,27
2003-01,443504,444147,-643,16264,433725,435538,4741,3630,282,242,1700,1625,0,0,0,0,0,0,1224,1057,388,472,1240,1395,25495602,33734136,18399358,25060919,7096244,8673217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7603,7554,6842,215,131,61,0,0,0,209,80,8,6822,199,131,61,0,0,0,199,76,9,3368,4882,9101,9690,0,0,1683,1721,5030513,4897402,164253,391208,2005,26411,0,0,0,0,62,62,37,37,33,33
2002-12,453141,476582,-23441,29682,444996,467284,3373,4580,285,288,1430,1477,0,0,0,0,0,0,1082,1157,425,401,1550,1395,28551851,38621131,20756484,29292439,7795367,9328692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7441,7420,6731,226,132,57,0,0,0,198,87,10,6709,216,132,57,0,0,0,217,80,9,4823,3864,8320,7668,0,0,986,1249,5394956,5915015,133107,187306,7205,66319,39996,31321,0,0,58,59,39,40,32,31
2002-11,363439,361783,1656,30484,357125,355161,2204,2373,282,285,1304,1245,0,0,0,0,0,0,886,915,398,409,1240,1395,22182494,32964664,14002868,23188230,8179626,9776434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6255,6184,5605,205,127,57,0,0,0,171,82,8,5534,199,127,57,0,0,0,183,75,9,3199,2737,6392,6618,0,0,326,511,0,0,156448,596121,17987,71141,24914,33341,0,0,47,47,0,0,31,31
2002-10,296600,296741,-141,22032,291529,291764,2193,2273,247,226,1496,1325,0,0,0,0,0,0,754,676,381,477,0,0,30910878,40107220,21301429,30074315,9609449,10032905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5839,5812,5192,230,120,63,0,0,0,150,84,0,5171,220,120,63,0,0,0,151,87,0,2505,2541,7580,8179,0,0,0,0,5272612,5390751,191541,540548,14632,74206,0,0,0,0,47,48,38,38,31,31
2002-09,265380,253130,12250,18508,260470,249285,3343,2382,0,0,1303,1154,0,0,0,0,0,0,0,0,0,0,264,309,13133225,17832890,12763475,17674487,369750,158403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4337,4339,4159,113,0,61,0,0,0,0,0,4,4160,114,0,61,0,0,0,0,0,4,2631,2734,7713,7557,0,0,0,0,4962268,5253525,121330,452702,5724,50787,0,0,0,0,51,49,35,35,30,30
2002-08,420602,409896,10706,22806,413765,403386,4876,4725,0,0,1656,1535,0,0,0,0,0,0,0,0,0,0,305,250,14117759,18037418,13738921,17870109,378838,160064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7245,5235,5196,5041,128,0,62,0,0,0,0,0,4,5004,125,0,62,0,0,0,0,0,5,2824,3708,8190,9042,0,0,0,0,4567028,4462361,80073,387154,4756,37990,28910,150550,0,0,52,52,34,34,29,30
2002-07,486305,496497,-10192,17148,479556,489030,4281,4933,0,0,2070,2099,0,0,0,0,0,0,0,0,0,0,398,435,13251653,18355715,12812410,18134715,439243,201606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19394,5475,5449,5268,140,0,62,0,0,0,0,0,5,5252,128,0,62,0,0,0,0,0,7,5124,4954,9407,10624,0,0,0,0,4467494,4599100,213422,504375,7608,40733,25982,116760,0,0,54,54,34,34,31,31
2002-06,437432,438137,-705,8488,431335,432512,3705,3503,0,0,2146,1723,0,0,0,0,0,0,0,0,0,0,246,399,13456305,17870731,13076246,17710702,380059,127378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32651,5152,5128,4960,128,0,60,0,0,0,0,0,4,4943,119,0,60,0,0,0,0,0,6,4349,4080,9449,9142,0,0,0,0,4183104,4306820,160284,519835,1973,56773,0,0,0,0,49,50,33,33,30,30
2002-05,383934,361282,22652,-244,378330,356621,3096,2604,0,0,2109,1750,0,0,0,0,0,0,0,0,0,0,399,307,14317503,19334294,13940158,19212866,377345,121428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5226,5186,5027,132,0,62,0,0,0,0,0,5,4999,120,0,62,0,0,0,0,0,5,3161,2585,8590,6653,0,0,0,0,4301923,4648354,220225,629144,22447,64665,0,0,0,0,48,47,36,36,31,31
2002-04,394929,391107,3822,7305,389226,386929,3198,2060,0,0,2168,1766,0,0,0,0,0,0,0,0,0,0,337,352,13519835,16951334,12593128,16817646,926707,133688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5152,5145,4900,180,0,68,0,0,0,0,0,4,4957,115,0,68,0,0,0,0,0,5,2754,3066,7465,8184,0,0,255,80,4379576,4095394,156115,638945,4321,63699,0,0,0,0,45,46,34,34,30,30
2002-03,469314,461245,8069,18427,462911,455730,2919,2786,0,0,3143,2450,0,0,0,0,0,0,0,0,0,0,341,279,14599126,17910643,13860015,17398615,739111,512028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5717,5687,5433,162,0,118,0,0,0,0,0,4,5433,137,0,113,0,0,0,0,0,4,3421,3119,8049,7475,0,0,3182,2674,4681070,4813152,188130,684490,10230,67527,0,0,0,0,53,53,35,35,31,31
2002-02,365344,373113,-7769,18794,360033,368132,2228,2153,0,0,2716,2554,0,0,0,0,0,0,0,0,0,0,367,274,15106133,18256019,14347584,17810815,758549,445204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5044,5089,4774,156,0,110,0,0,0,0,0,4,4842,132,0,111,0,0,0,0,0,4,2678,2555,9369,9561,0,0,2671,2719,6278699,6431046,142580,497739,6655,60326,0,0,0,0,47,48,45,44,28,28
2002-01,435582,422807,12775,21203,429816,417891,2218,1267,0,0,3318,3285,0,0,0,0,0,0,0,0,0,0,230,364,12147805,15120273,11376539,14771951,771266,348322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5866,5840,5566,167,0,131,0,0,0,0,0,2,5558,146,0,131,0,0,0,0,0,5,3194,4182,8432,8909,0,0,2257,2402,4601991,4418526,141720,403709,5634,64957,0,0,0,0,51,53,35,35,30,30
2001-12,391214,413853,-22639,8295,387013,408857,608,1547,0,0,3284,3081,0,0,0,0,0,0,0,0,0,0,309,368,14697321,18742740,14063821,18299055,607478,405389,26022,38296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5865,5787,5523,184,35,119,0,0,0,0,0,4,5480,149,35,119,0,0,0,0,0,4,4195,3358,8049,7406,0,0,1147,1477,5690069,5574219,108383,300441,31764,74474,0,0,0,0,50,50,43,43,30,30
2001-11,333134,339930,-6796,27786,329310,336607,75,0,0,0,3532,3108,0,0,0,0,0,0,0,0,0,0,217,215,13634064,18274255,12728987,17827291,877965,407766,27112,39198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5023,4986,4691,168,40,120,0,0,0,0,0,4,4685,137,40,120,0,0,0,0,0,4,2940,3012,5884,5954,0,0,172,325,5366001,5003654,213359,551841,16586,77882,0,0,0,0,48,48,38,38,29,29
2001-10,246203,249868,-3665,29903,243599,247573,0,0,0,0,2261,1996,0,0,0,0,0,0,0,0,0,0,343,299,13024531,18868602,12203056,18337603,792093,488109,29382,42890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4427,4399,4094,165,46,117,0,0,0,0,0,5,4094,138,46,116,0,0,0,0,0,5,2206,2404,6516,7016,0,0,0,0,4386415,4109382,235283,672595,15600,56342,0,0,0,0,47,49,28,28,31,31
2001-09,229044,212496,16548,29149,224974,209588,1488,742,0,0,2333,1873,0,0,0,0,0,0,0,0,0,0,249,293,11507891,14641607,10870977,14331234,621018,287544,15871,22804,0,0,0,0,0,0,0,0,0,0,0,0,25,25,4218,4203,3931,142,29,112,0,0,0,0,0,4,3938,121,29,111,0,0,0,0,0,4,1747,2050,6431,6089,0,0,0,0,2796761,2847792,141905,402639,22458,50008,0,0,0,0,40,40,21,21,25,26
2001-08,436828,431780,5048,28861,430661,426311,3029,2619,0,0,3138,2850,0,0,0,0,0,0,0,0,0,0,0,0,13756877,17589676,12889387,17089142,834966,450615,32524,49919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6232,6196,5837,218,44,133,0,0,0,0,0,0,5822,196,44,134,0,0,0,0,0,0,2956,3600,8992,9665,0,0,0,0,3369084,3104838,207730,449427,18187,49029,0,0,0,0,54,55,23,23,31,32
2001-07,488644,507496,-18852,23493,481073,499572,3164,4081,0,0,4407,3843,0,0,0,0,0,0,0,0,0,0,0,0,10634856,15238368,9994615,14915794,620673,285593,19568,36981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6149,6160,5779,195,38,137,0,0,0,0,0,0,5811,174,39,136,0,0,0,0,0,0,5114,5408,9227,10402,0,0,0,0,2485272,2290521,158550,491947,9759,58366,0,0,0,0,57,59,20,20,30,30
2001-06,465392,474829,-9437,32699,458700,468312,2285,2674,0,0,4407,3843,0,0,0,0,0,0,0,0,0,0,0,0,13840617,17163668,13491356,16996936,321423,126200,27838,40532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6434,6393,6062,173,62,137,0,0,0,0,0,0,6062,153,42,136,0,0,0,0,0,0,4102,3702,8018,7520,0,0,0,0,3330166,3148382,214883,626306,17351,211006,0,0,0,0,60,60,25,25,30,30
2001-05,414195,383994,30201,46922,408348,379300,2168,1950,0,0,3679,2744,0,0,0,0,0,0,0,0,0,0,0,0,14067952,18077163,13698464,17906602,340647,134641,28841,35920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6185,6143,5825,177,41,142,0,0,0,0,0,0,5812,149,40,142,0,0,0,0,0,0,2848,2478,6414,5807,0,0,0,0,3463742,3188835,293951,669583,29935,338824,0,0,0,0,62,62,26,26,31,31
2001-04,477137,462193,14944,50796,467945,454432,5997,4848,0,0,2898,2552,0,0,0,0,0,0,0,0,0,0,297,361,13847824,18901679,13474916,18741465,346600,132475,26308,27739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6364,6330,5971,217,36,136,0,0,0,0,0,4,5960,192,37,137,0,0,0,0,0,4,3214,3238,6414,6118,0,0,121,50,3755424,3738465,243725,721750,20040,183359,672712,1405303,0,0,58,59,28,28,30,30
2001-03,485251,476815,8436,40872,477049,469955,4870,4104,0,0,2931,2406,0,0,0,0,0,0,0,0,0,0,401,350,17948923,20253216,17552640,20043097,351811,164918,44472,45201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6613,6576,6192,230,41,146,0,0,0,0,0,4,6177,208,41,146,0,0,0,0,0,4,2214,2119,6687,6509,0,0,737,697,3787177,3685128,357140,649721,43674,133210,1759984,1571364,0,0,60,60,35,35,32,32
2001-02,415344,420704,-5360,44309,408644,414209,4007,4051,0,0,2484,2257,0,0,0,0,0,0,0,0,0,0,209,187,13835428,16701490,13517727,16531644,286499,133312,31202,36534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5926,5907,5553,209,39,122,0,0,0,0,0,3,5551,189,40,123,0,0,0,0,0,4,2182,2231,5758,5912,0,0,681,680,3792115,3724753,344263,696912,73876,44592,1081307,1395344,0,0,55,56,33,33,27,27
2001-01,471605,471738,-133,44504,463152,464380,5130,4261,0,0,3323,3097,0,0,0,0,0,0,0,0,0,0,0,0,11818431,15617379,11494180,15465142,295959,118839,28292,33398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6454,6435,6045,223,43,143,0,0,0,0,0,0,6048,200,44,143,0,0,0,0,0,0,3253,5480,5954,6554,0,0,547,591,3515103,3131227,234177,423517,30283,64141,909524,1240430,0,0,75,75,32,32,31,31
2000-12,466420,469568,-3148,47367,458253,460685,4142,4950,328,359,3370,3130,0,0,0,0,0,0,0,0,0,0,327,444,15590336,17986147,15184472,17832128,377331,126776,28533,27243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6474,6411,6080,193,55,142,0,0,0,0,0,4,6032,177,55,143,0,0,0,0,0,4,6919,4165,8773,5555,0,0,107,198,4593070,4445729,534039,438814,189350,192661,1150825,1529503,0,0,92,91,39,39,49,31
2000-11,427786,432465,-4679,43737,420922,425458,2495,2831,624,707,3388,3080,0,0,0,0,0,0,0,0,0,0,357,389,12474476,17038942,12105048,16862941,335367,143232,34061,32769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5999,5937,5587,186,82,139,0,0,0,0,0,5,5558,154,82,139,0,0,0,0,0,4,4283,4221,6620,6918,0,0,0,0,3365786,3557717,499028,1059152,162373,105567,640043,930582,0,0,66,67,30,30,35,35
2000-10,334987,339406,-4419,42081,329829,334191,1958,2041,727,813,2170,1979,0,0,0,0,0,0,0,0,0,0,303,382,12718252,17214016,12376588,17040206,307528,131149,34136,42661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5304,5258,4957,175,84,84,0,0,0,0,0,4,4932,153,84,84,0,0,0,0,0,5,3580,3733,6620,7063,0,0,0,0,4284802,4325353,499028,1116492,9515,51920,0,0,0,0,61,61,37,37,35,35
2000-09,306784,290524,16260,43079,300759,285527,3072,2204,702,765,2056,1793,0,0,0,0,0,0,0,0,0,0,195,235,12884890,15252206,12555932,15082259,303605,135136,25353,34811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5173,5103,4853,161,75,81,0,0,0,0,0,3,4803,141,74,82,0,0,0,0,0,3,3630,4046,6104,6046,0,0,0,0,3363230,3340933,261560,626650,9515,51920,0,0,0,0,58,58,32,32,30,30
2000-08,452160,452480,-320,42193,443700,444216,4404,4557,1011,860,2334,2048,0,0,0,0,0,0,0,0,0,0,335,290,12802107,15446762,12458028,15250157,307119,148840,36960,47765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5840,5806,5508,171,78,77,0,0,0,0,0,4,5497,146,79,77,0,0,0,0,0,5,5330,6850,6760,6920,0,0,0,0,2300422,2261871,271638,561067,38660,41118,1015037,1187126,0,0,73,73,24,24,30,30
2000-07,530795,540441,-9646,43322,522178,531215,4820,5349,925,1089,2514,2399,0,0,0,0,0,0,0,0,0,0,358,389,11371502,15303765,11090075,15166302,262916,107487,18511,29976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6292,6264,5982,148,75,83,0,0,0,0,0,4,5973,127,77,83,0,0,0,0,0,4,9359,9235,7207,7990,0,0,0,0,2274247,2084659,183747,370419,30807,56947,886450,1133702,0,0,89,89,27,27,31,31
2000-06,474901,470115,4786,28434,466862,462818,4409,4116,945,923,2685,2258,0,0,0,0,0,0,0,0,0,0,0,0,13221600,17296207,12831135,17051518,360417,212189,30048,32500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5932,5885,5602,161,87,82,0,0,0,0,0,0,5577,138,87,82,0,0,0,0,1,0,7776,6765,5336,6982,0,0,0,0,2217197,2131126,472228,667137,35822,91166,0,0,0,0,86,86,25,25,30,30
2000-05,444814,410739,34075,31220,437412,404778,3645,2647,892,926,2865,2388,0,0,0,0,0,0,0,0,0,0,0,0,13221973,17257427,12927196,17119065,267602,109155,27175,29207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5856,5811,5533,151,89,83,0,0,0,0,0,0,5513,126,89,83,0,0,0,0,0,0,4621,4131,7372,6465,0,0,0,0,2107756,2173846,358873,544286,23553,89691,672774,1294971,0,0,67,67,28,28,31,31
2000-04,474190,469170,5020,26224,468547,464033,2649,2574,634,611,2360,1952,0,0,0,0,0,0,0,0,0,0,0,0,16986060,21317853,13537117,17658041,3424642,3636107,24301,23705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5968,5952,5649,160,79,80,0,0,0,0,0,0,5644,149,79,80,0,0,0,0,0,0,4863,4807,6968,6967,0,0,0,0,2196263,2196508,310382,490530,24215,70050,740761,745282,0,0,60,60,26,26,30,30
2000-03,475117,463244,11873,26200,469456,458513,2305,2057,711,668,2645,2006,0,0,0,0,0,0,0,0,0,0,0,0,17439498,21957194,13661044,18700436,3749297,3218152,29157,38606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6146,6120,5816,161,85,84,0,0,0,0,0,0,5808,143,85,84,0,0,0,0,0,0,4183,3901,6828,6764,0,0,329,266,2362299,2316629,468212,594121,26571,41826,0,0,0,0,63,63,27,27,31,31
2000-02,409336,414501,-5165,22389,405047,410235,1671,1730,536,593,2082,1943,0,0,0,0,0,0,0,0,0,0,0,0,15897680,18798975,11973478,15400041,3896332,3360991,27870,37943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5728,5722,5410,160,81,77,0,0,0,0,0,0,5425,140,81,76,0,0,0,0,0,0,3787,3860,5843,5971,0,0,424,194,2964226,2881793,158611,347179,9328,24434,708257,648075,0,0,57,58,27,27,29,29
2000-01,456039,453309,2730,26444,453160,450254,0,0,551,738,2328,2317,0,0,0,0,0,0,0,0,0,0,0,0,16274737,19368394,10330348,13926696,5917610,5406608,26622,35090,0,0,0,0,0,0,0,0,0,0,157,0,0,0,6112,6081,5815,132,83,81,0,0,0,0,1,0,5800,114,85,82,0,0,0,0,0,0,5046,7409,7010,6768,0,0,295,350,2538401,2320446,405698,490351,20691,45940,399069,808319,0,0,82,82,26,26,32,32
1999-12,423602,430380,-6778,21765,420706,427670,0,0,588,694,2308,2016,0,0,0,0,0,0,0,0,0,0,0,0,20436614,21831909,13596991,16727281,6831945,5087924,7678,16704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6202,6166,5850,212,55,85,0,0,0,0,0,0,5849,177,56,84,0,0,0,0,0,0,8016,5192,6676,5893,0,0,0,0,2942295,2737563,1244482,1428381,98074,98074,567013,1461242,0,0,91,91,26,26,37,37
1999-11,396291,402626,-6335,23565,393902,400086,0,0,428,614,1961,1926,0,0,0,0,0,0,0,0,0,0,0,0,16976155,22524543,11204443,17544423,5756611,4886100,15101,25297,0,0,0,0,0,0,0,0,0,0,0,0,0,68723,5286,5238,4902,245,60,78,0,0,0,0,0,1,4900,199,60,78,0,0,0,0,0,1,5987,5332,5725,7261,0,0,0,0,2408299,2137007,968790,1195471,6129,56477,560963,1303283,0,0,86,86,24,23,34,34
1999-10,316032,319453,-3421,27845,313220,316695,0,0,522,719,2290,2039,0,0,0,0,0,0,0,0,0,0,0,0,18658944,22797560,12298705,17415123,6331407,5188669,28832,50768,0,0,0,0,0,0,0,0,0,0,0,0,0,143000,4779,4799,4418,192,76,93,0,0,0,0,0,0,4447,182,76,93,0,0,0,0,0,1,5445,5630,5322,5445,0,0,0,0,2452747,2270422,498577,892890,13068,62733,767253,927005,0,0,90,90,25,25,31,31
1999-09,289092,273718,15374,31868,286481,271287,0,0,565,749,2046,1682,0,0,0,0,0,0,0,0,0,0,0,0,20822588,25136934,13990612,19165322,6801961,5922777,30015,48835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4722,4752,4354,227,81,60,0,0,0,0,0,0,4397,214,81,60,0,0,0,0,0,0,5797,5907,6617,6457,0,0,0,0,2392592,2149048,175982,598351,7542,52136,430481,360964,0,0,87,86,24,24,30,30
1999-08,434375,433566,809,31822,431597,430612,0,0,702,800,2076,2154,0,0,0,0,0,0,0,0,0,0,0,0,19654313,23112783,14049776,18219970,5574376,4836544,30161,56269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5492,5483,5148,193,88,63,0,0,0,0,0,0,5152,180,88,63,0,0,0,0,0,0,6681,8403,6920,7446,0,0,0,0,1561038,1500002,184703,564150,11607,51291,186765,153633,0,0,93,93,19,19,30,30
1999-07,488808,513342,-24534,33992,485550,509664,125,103,934,1340,2199,2235,0,0,0,0,0,0,0,0,0,0,0,0,17871255,22327107,12971596,17853238,4870597,4386641,29062,50017,0,0,0,0,0,0,0,0,0,0,0,0,0,37211,5562,5528,5244,168,87,62,0,0,0,0,0,1,5222,156,87,62,0,0,0,0,0,1,7056,7376,7357,7778,0,0,0,0,1431017,1344189,242424,504653,14219,37149,123551,154877,0,0,82,82,19,19,31,31
1999-06,442697,435125,7572,34714,439107,431784,125,125,1140,1146,2325,2070,0,0,0,0,0,0,0,0,0,0,0,0,12779537,13983728,11062781,12689437,1689921,1218942,26835,50354,0,0,0,0,0,0,0,0,0,0,0,0,0,24995,5169,5120,4903,117,88,60,0,0,0,0,0,1,4862,110,87,60,0,0,0,0,0,1,8746,5268,7265,7028,0,0,0,0,1912373,1970952,225255,477024,5185,6107,207810,178502,0,0,89,60,22,22,30,30
1999-05,399756,370677,29079,30739,396025,367292,0,0,1229,1092,2502,2293,0,0,0,0,0,0,0,0,0,0,0,0,15798788,18140495,13309014,16146007,2464490,1934582,25284,59906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5204,5174,4889,169,84,62,0,0,0,0,0,0,4869,158,85,62,0,0,0,0,0,0,6507,5860,6181,4873,0,0,0,0,3247371,3265101,265336,383603,13020,25780,873300,771373,0,0,62,62,34,34,31,31
1999-04,432211,427215,4996,28055,428613,424002,0,0,1064,1055,2411,2158,0,0,0,0,0,0,0,0,0,0,123,0,11194982,18205764,9772898,13469313,1414506,4715502,7578,20949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4994,5015,4757,121,55,60,0,0,0,0,0,1,4749,150,55,60,0,0,0,0,0,1,5968,6376,6059,6125,0,0,0,0,2507144,2462313,194186,395992,2284,38663,713423,673203,0,0,61,60,26,26,28,28
1999-03,452837,444775,8062,31177,449284,441621,0,0,1088,1082,2465,2072,0,0,0,0,0,0,0,0,0,0,0,0,14024620,16096915,12114890,14481755,1881805,1552505,27925,62655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5387,5382,5077,157,91,62,0,0,0,0,0,0,5082,148,90,62,0,0,0,0,0,0,6257,6261,7709,7389,0,0,296,371,627358,614107,398460,874399,4807,44737,619346,671770,0,0,62,62,17,17,38,38
1999-02,370905,372015,-1110,36058,368564,369851,103,116,544,544,1694,1504,0,0,0,0,0,0,0,0,0,0,0,0,9310223,13508816,7728944,9477523,1565983,3986330,15296,44963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4695,4710,4443,122,75,55,0,0,0,0,0,0,4436,144,75,55,0,0,0,0,0,0,5286,5478,6925,6795,0,0,439,439,1249692,1245916,650067,887790,7665,20880,550776,613898,0,0,56,56,19,19,36,36
1999-01,447563,449512,-1949,33912,440271,442241,4905,4819,574,695,1813,1757,0,0,0,0,0,0,0,0,0,0,0,0,8077071,9875644,6646292,8514762,1415216,1304678,15563,56204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5346,5344,5054,156,75,61,0,0,0,0,0,0,5057,150,76,61,0,0,0,0,0,0,5328,5665,6114,6984,0,0,460,272,693931,641076,352743,495546,10324,14190,322405,468201,0,0,74,74,18,18,38,38
1998-12,399393,404371,-4978,43644,391121,395509,5896,6364,663,785,1713,1713,0,0,0,0,0,0,0,0,0,0,0,0,10919303,10324237,8201888,8747908,2705986,1551530,11429,24799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5170,5096,4856,197,58,59,0,0,0,0,0,0,4787,190,59,60,0,0,0,0,0,0,7613,4194,6308,5173,0,0,58,118,584361,593288,642774,475999,3667,56367,248074,605867,0,0,78,80,16,16,42,43
1998-11,358797,360852,-2055,25976,352763,354474,3915,4169,529,744,1590,1465,0,0,0,0,0,0,0,0,0,0,0,0,10376709,12519538,7683039,10573534,2672470,1909834,21200,36170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4555,4515,4234,188,75,58,0,0,0,0,0,0,4203,177,77,58,0,0,0,0,0,0,4341,4175,3894,4135,0,0,0,0,1401271,1315449,177282,278142,7295,38148,13060,80295,0,0,61,65,21,21,24,24
1998-10,307593,306991,602,19761,301863,301499,2949,2760,815,955,1959,1667,0,0,0,0,0,0,0,0,0,0,7,110,10850231,23533202,7910469,17775723,2866403,2262493,18399,34381,0,0,0,0,0,0,0,0,0,0,0,0,54960,3460605,4306,4321,3969,204,72,57,0,0,0,0,0,4,3972,196,72,58,0,0,0,0,0,23,4510,4429,3238,3354,0,0,0,0,806889,723341,469338,685384,5282,61757,180070,293920,0,0,62,66,15,15,20,20
1998-09,261183,245855,15328,17654,255758,241501,3438,2595,641,580,1346,1179,0,0,0,0,0,0,0,0,0,0,0,0,7296825,12721196,5811436,10692009,1473371,1081349,12018,24841,0,0,0,0,0,0,0,0,0,0,0,0,0,922997,3857,3853,3627,118,58,52,0,0,0,0,0,2,3626,111,57,51,0,0,0,0,0,8,4525,6648,4614,4499,0,0,0,0,93111,58784,186058,325789,1714,31790,22901,382792,0,0,89,89,7,7,23,23
