disasterNumber,declarationDate,disasterName,incidentBeginDate,incidentEndDate,declarationType,stateCode,stateName,incidentType,entryDate,updateDate,closeoutDate,hash,lastRefresh
4142,2013-08-29T00:00:00.000Z,WILDFIRE,2013-07-29T00:00:00.000Z,2013-08-01T00:00:00.000Z,Major Disaster,CA,California                    ,Fire,2013-08-29T00:00:00.000Z,2016-09-24T00:00:00.000Z,,8f36dfced0c57424d95e62a745bd4777,2018-03-09T18:41:53.465Z
4117,2013-05-20T00:00:00.000Z,"SEVERE STORMS, TORNADOES, AND FLOODING",2013-05-18T00:00:00.000Z,2013-06-02T00:00:00.000Z,Major Disaster,OK,Oklahoma                      ,Tornado,2013-05-21T00:00:00.000Z,2013-06-11T00:00:00.000Z,,25278a1e7aeccf326d3aa30adb12be79,2018-03-09T18:41:53.468Z
4163,2014-01-29T00:00:00.000Z,SEVERE WINTER STORMS,2013-12-20T00:00:00.000Z,2013-12-26T00:00:00.000Z,Major Disaster,VT,Vermont                       ,Severe Ice Storm,2014-01-29T00:00:00.000Z,2014-01-29T00:00:00.000Z,,90ad2b3ba29b670df02ecbe9d250ae01,2018-03-09T18:41:53.471Z
4139,2013-08-02T00:00:00.000Z,"SEVERE STORMS, TORNADOES, AND FLOODING",2013-06-26T00:00:00.000Z,2013-07-03T00:00:00.000Z,Major Disaster,NH,New Hampshire                 ,Severe Storm(s),2013-08-02T00:00:00.000Z,2013-08-02T00:00:00.000Z,,c27191ba0718e26109a91b4834f4a2a4,2018-03-09T18:41:53.474Z
4115,2013-05-10T00:00:00.000Z,SEVERE WINTER STORM AND SNOWSTORM,2013-04-08T00:00:00.000Z,2013-04-10T00:00:00.000Z,Major Disaster,SD,South Dakota                  ,Severe Storm(s),2013-05-10T00:00:00.000Z,2017-09-27T00:00:00.000Z,2017-09-26T00:00:00.000Z,5535b660bfc0dc37983d1ddc9cefe29f,2018-03-09T18:41:53.477Z
4161,2014-01-16T00:00:00.000Z,FLOODING,2013-10-27T00:00:00.000Z,2013-10-28T00:00:00.000Z,Major Disaster,AK,Alaska                        ,Flood,2014-01-16T00:00:00.000Z,2014-01-16T00:00:00.000Z,,1a5c9c118cbf0212928a29fb6bce2e80,2018-03-09T18:41:53.479Z
4140,2013-08-02T00:00:00.000Z,SEVERE STORMS AND FLOODING,2013-06-25T00:00:00.000Z,2013-07-11T00:00:00.000Z,Major Disaster,VT,Vermont                       ,Flood,2013-08-02T00:00:00.000Z,2013-08-02T00:00:00.000Z,,ff2f4ffa3f488519848550b7e1d47c4b,2018-03-09T18:41:53.482Z
4113,2013-05-03T00:00:00.000Z,SEVERE WINTER STORM,2013-04-09T00:00:00.000Z,2013-04-11T00:00:00.000Z,Major Disaster,MN,Minnesota                     ,Severe Storm(s),2013-05-03T00:00:00.000Z,2013-05-03T00:00:00.000Z,,8820cd104b30ae9f18e7aa6fd2e040c3,2018-03-09T18:41:53.508Z
4144,2013-09-06T00:00:00.000Z,"SEVERE STORMS, STRAIGHT-LINE WINDS AND FLOODING",2013-08-02T00:00:00.000Z,2013-08-14T00:00:00.000Z,Major Disaster,MO,Missouri                      ,Severe Storm(s),2013-09-06T00:00:00.000Z,2013-09-06T00:00:00.000Z,,1556c9455fb0fe060a80e02cc101352e,2018-03-09T18:41:53.454Z
4119,2013-05-31T00:00:00.000Z,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING",2013-04-17T00:00:00.000Z,2013-04-30T00:00:00.000Z,Major Disaster,IA,Iowa                          ,Flood,2013-05-31T00:00:00.000Z,2018-04-26T00:00:00.000Z,2018-04-25T00:00:00.000Z,2a6543a090328ea7462e3784b47347f9,2018-04-26T22:23:08.849Z
4145,2013-09-14T00:00:00.000Z,"SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",2013-09-11T00:00:00.000Z,2013-09-30T00:00:00.000Z,Major Disaster,CO,Colorado                      ,Flood,2013-09-15T00:00:00.000Z,2013-10-01T00:00:00.000Z,,ddd5b544c56ecd3536fc1e19ac950e04,2018-03-09T18:41:53.459Z
4121,2013-06-18T00:00:00.000Z,FLOODING ,2013-04-16T00:00:00.000Z,2013-05-14T00:00:00.000Z,Major Disaster,MI,Michigan                      ,Flood,2013-06-18T00:00:00.000Z,2013-06-18T00:00:00.000Z,,314ab80910439c6799d97f5f4bf41951,2018-03-09T18:41:53.462Z
4151,2013-10-24T00:00:00.000Z,SEVERE STORMS AND FLOODING,2013-09-13T00:00:00.000Z,2013-09-16T00:00:00.000Z,Major Disaster,NM,New Mexico                    ,Severe Storm(s),2013-10-24T00:00:00.000Z,2016-09-24T00:00:00.000Z,,1d2d3ccb02c0956932de8ebe802f03e9,2018-03-09T18:41:53.464Z
4127,2013-07-10T00:00:00.000Z,FLOODING ,2013-05-19T00:00:00.000Z,2013-06-03T00:00:00.000Z,Major Disaster,MT,Montana                       ,Flood,2013-07-10T00:00:00.000Z,2013-07-10T00:00:00.000Z,,0cb2b51309c42ebfffc7e6245b8056f9,2018-03-09T18:41:53.467Z
4105,2013-03-19T00:00:00.000Z,SEVERE WINTER STORM AND SNOWSTORM,2013-02-08T00:00:00.000Z,2013-02-10T00:00:00.000Z,Major Disaster,NH,New Hampshire                 ,Severe Storm(s),2013-03-19T00:00:00.000Z,2013-03-19T00:00:00.000Z,,9f5b3e35cb338c09f5b3418880b4a0e6,2018-03-09T18:41:53.470Z
4149,2013-10-01T00:00:00.000Z,"SEVERE STORMS, TORNADOES, AND FLOODING",2013-06-26T00:00:00.000Z,2013-07-11T00:00:00.000Z,Major Disaster,PA,Pennsylvania                  ,Severe Storm(s),2013-10-01T00:00:00.000Z,2013-10-01T00:00:00.000Z,,98c141d1e00f4b9e9f11a3020b19837d,2018-03-09T18:41:53.473Z
4125,2013-06-28T00:00:00.000Z,"SEVERE STORMS, TORNADO, AND FLOODING",2013-05-24T00:00:00.000Z,2013-05-31T00:00:00.000Z,Major Disaster,SD,South Dakota                  ,Severe Storm(s),2013-06-28T00:00:00.000Z,2017-09-27T00:00:00.000Z,2017-09-26T00:00:00.000Z,501c06f7d62b9e788ae0b1853a94e316,2018-03-09T18:41:53.475Z
4167,2014-03-31T00:00:00.000Z,SEVERE WINTER STORM,2014-03-06T00:00:00.000Z,2014-03-07T00:00:00.000Z,Major Disaster,NC,North Carolina                ,Severe Ice Storm,2014-03-31T00:00:00.000Z,2014-03-31T00:00:00.000Z,,1863a50505c8fe9fc8cff55f768ceab3,2018-03-09T18:41:53.478Z
4147,2013-09-27T00:00:00.000Z,SEVERE STORMS AND FLOODING,2013-07-19T00:00:00.000Z,2013-07-21T00:00:00.000Z,Major Disaster,NM,New Mexico                    ,Severe Storm(s),2013-09-27T00:00:00.000Z,2018-05-16T00:00:00.000Z,2018-05-10T00:00:00.000Z,56079ea084e99132c39a9854ff61f98a,2018-05-17T17:16:50.738Z
4122,2013-06-25T00:00:00.000Z,FLOODING,2013-05-17T00:00:00.000Z,2013-06-11T00:00:00.000Z,Major Disaster,AK,Alaska                        ,Flood,2013-06-25T00:00:00.000Z,2013-06-25T00:00:00.000Z,,bf8460f0daad26d767c7bb35b32cee64,2018-03-09T18:41:53.484Z
4153,2013-10-29T00:00:00.000Z,"SEVERE STORMS, FLOODING, LANDSLIDES, MUDSLIDES",2013-07-27T00:00:00.000Z,2013-07-27T00:00:00.000Z,Major Disaster,NC,North Carolina                ,Flood,2013-10-30T00:00:00.000Z,2013-10-30T00:00:00.000Z,,94641e96bc2b02fb6ed8d4bae44ca047,2018-03-09T18:41:53.453Z
4129,2013-07-12T00:00:00.000Z,SEVERE STORMS AND FLOODING,2013-06-26T00:00:00.000Z,2013-07-10T00:00:00.000Z,Major Disaster,NY,New York                      ,Flood,2013-07-12T00:00:00.000Z,2013-10-17T00:00:00.000Z,,af54068081a759e9c369fb0b69f0f549,2018-03-09T18:41:53.455Z
4107,2013-03-22T00:00:00.000Z,SEVERE WINTER STORM AND SNOWSTORM,2013-02-08T00:00:00.000Z,2013-02-09T00:00:00.000Z,Major Disaster,RI,Rhode Island                  ,Severe Storm(s),2013-03-22T00:00:00.000Z,2013-03-22T00:00:00.000Z,,fd49fb8293258b4d619af4bb5b83267e,2018-03-09T18:41:53.458Z
4131,2013-07-25T00:00:00.000Z,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING",2013-06-20T00:00:00.000Z,2013-06-26T00:00:00.000Z,Major Disaster,MN,Minnesota                     ,Severe Storm(s),2013-07-25T00:00:00.000Z,2013-07-25T00:00:00.000Z,,76dc2aea8197583adeac30f1545f8add,2018-03-09T18:41:53.461Z
4109,2013-04-08T00:00:00.000Z,SEVERE WINTER STORM AND SNOWSTORM,2013-02-24T00:00:00.000Z,2013-02-26T00:00:00.000Z,Major Disaster,OK,Oklahoma                      ,Severe Storm(s),2013-04-08T00:00:00.000Z,2013-04-08T00:00:00.000Z,,39b262c3e88f0135d057e1aaf520baf2,2018-03-09T18:41:53.463Z
4137,2013-08-02T00:00:00.000Z,"SEVERE STORMS, TORNADOES, AND FLOODING ",2013-06-19T00:00:00.000Z,2013-06-29T00:00:00.000Z,Major Disaster,SD,South Dakota                  ,Severe Storm(s),2013-08-02T00:00:00.000Z,2017-03-22T00:00:00.000Z,2017-03-13T00:00:00.000Z,997d40ca4203ea2fbfdf5e1f444b1b18,2018-03-09T18:41:53.466Z
3364,2013-04-26T00:00:00.000Z,FLOODING,2013-04-22T00:00:00.000Z,2013-05-07T00:00:00.000Z,Emergency,ND,North Dakota                  ,Flood,2013-04-26T00:00:00.000Z,2016-02-23T00:00:00.000Z,2016-02-23T00:00:00.000Z,406784409d7411ba91342b70c54a43cf,2018-03-09T18:41:53.469Z
4159,2013-12-20T00:00:00.000Z,SEVERE STORMS AND FLOODING,2013-10-30T00:00:00.000Z,2013-10-31T00:00:00.000Z,Major Disaster,TX,Texas                         ,Severe Storm(s),2013-12-20T00:00:00.000Z,2013-12-20T00:00:00.000Z,,a8425dd4eaef62a3e7fc9e7d2b3cc051,2018-03-09T18:41:53.472Z
4135,2013-07-31T00:00:00.000Z,"SEVERE STORMS, TORNADOES, AND FLOODING",2013-06-21T00:00:00.000Z,2013-06-28T00:00:00.000Z,Major Disaster,IA,Iowa                          ,Severe Storm(s),2013-08-01T00:00:00.000Z,2018-04-26T00:00:00.000Z,2018-04-25T00:00:00.000Z,79e6c77785338b3982fa9bc45fa09b74,2018-04-26T22:23:08.834Z
4111,2013-04-23T00:00:00.000Z,SEVERE WINTER STORM AND SNOWSTORM,2013-02-08T00:00:00.000Z,2013-02-09T00:00:00.000Z,Major Disaster,NY,New York                      ,Severe Storm(s),2013-04-23T00:00:00.000Z,2013-04-23T00:00:00.000Z,,d20d66362329a6f3213ba4c0c12de7fa,2018-03-09T18:41:53.477Z
4157,2013-11-26T00:00:00.000Z,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADOES",2013-11-17T00:00:00.000Z,2013-11-17T00:00:00.000Z,Major Disaster,IL,Illinois                      ,Tornado,2013-11-26T00:00:00.000Z,2013-11-26T00:00:00.000Z,,94cb3ed2a14825e8a1f52b15ca838470,2018-03-09T18:41:53.480Z
4133,2013-07-26T00:00:00.000Z,ROYAL GORGE FIRE,2013-06-11T00:00:00.000Z,2013-06-16T00:00:00.000Z,Major Disaster,CO,Colorado                      ,Fire,2013-07-26T00:00:00.000Z,2013-07-26T00:00:00.000Z,,3bb1931edac8c4548aacf1e69524171a,2018-03-09T18:41:53.483Z
4110,2013-04-19T00:00:00.000Z,"SEVERE WINTER STORM, SNOWSTORM, AND FLOODING",2013-02-08T00:00:00.000Z,2013-02-09T00:00:00.000Z,Major Disaster,MA,Massachusetts                 ,Severe Storm(s),2013-04-19T00:00:00.000Z,2013-04-19T00:00:00.000Z,,277b342299b55d02efe4d084c4679cb1,2018-03-09T18:41:53.508Z
4118,2013-05-29T00:00:00.000Z,FLOODING,2013-04-22T00:00:00.000Z,2013-05-16T00:00:00.000Z,Major Disaster,ND,North Dakota                  ,Flood,2013-05-29T00:00:00.000Z,2013-05-29T00:00:00.000Z,,3d946e0499da09efcd17bb1f116195d4,2018-03-09T18:41:53.507Z
4106,2013-03-21T00:00:00.000Z,SEVERE WINTER STORM AND SNOWSTORM,2013-02-08T00:00:00.000Z,2013-02-11T00:00:00.000Z,Major Disaster,CT,Connecticut                   ,Severe Storm(s),2013-03-21T00:00:00.000Z,2013-03-21T00:00:00.000Z,,e9fcc16b14b6484c574c19d2f519fb5b,2018-03-09T18:41:53.509Z
4102,2013-02-22T00:00:00.000Z,SEVERE STORMS AND FLOODING,2013-01-08T00:00:00.000Z,2013-01-17T00:00:00.000Z,Major Disaster,LA,Louisiana                     ,Severe Storm(s),2013-02-22T00:00:00.000Z,2013-02-22T00:00:00.000Z,,a3f54b8312837096a19dc91583c25c3a,2018-03-09T18:41:53.722Z
3359,2012-10-29T00:00:00.000Z,HURRICANE SANDY,2012-10-26T00:00:00.000Z,2012-11-01T00:00:00.000Z,Emergency,VA,Virginia                      ,Hurricane,2012-10-30T00:00:00.000Z,2013-10-30T00:00:00.000Z,2013-10-28T00:00:00.000Z,8d21d5eb2371564a27fbb9d0ec0ee831,2018-03-09T18:41:53.725Z
4095,2012-11-28T00:00:00.000Z,HURRICANE SANDY,2012-10-26T00:00:00.000Z,2012-11-08T00:00:00.000Z,Major Disaster,NH,New Hampshire                 ,Hurricane,2012-11-28T00:00:00.000Z,2012-11-28T00:00:00.000Z,,79025db3b6cf6cc2f71cb137311f7767,2018-03-09T18:41:53.730Z
3350,2012-10-28T00:00:00.000Z,HURRICANE SANDY,2012-10-27T00:00:00.000Z,2012-11-08T00:00:00.000Z,Emergency,MA,Massachusetts                 ,Hurricane,2012-10-28T00:00:00.000Z,2014-10-07T00:00:00.000Z,2014-09-25T00:00:00.000Z,3c49e2ddc209c93057af34db75ba945f,2018-03-09T18:41:53.733Z
4094,2012-11-27T00:00:00.000Z,"SEVERE STORM, STRAIGHT-LINE WINDS, FLOODING, AND LANDSLIDES",2012-09-15T00:00:00.000Z,2012-09-30T00:00:00.000Z,Major Disaster,AK,Alaska                        ,Severe Storm(s),2012-11-28T00:00:00.000Z,2012-11-28T00:00:00.000Z,,12c9e510a13812113fee52620dec51a3,2018-03-09T18:41:53.735Z
3351,2012-10-28T00:00:00.000Z,HURRICANE SANDY,2012-10-27T00:00:00.000Z,2012-11-08T00:00:00.000Z,Emergency,NY,New York                      ,Hurricane,2012-10-28T00:00:00.000Z,2016-02-17T00:00:00.000Z,2016-02-17T00:00:00.000Z,da8fb6581dcbabbdd8de16d162dbb67f,2018-03-09T18:41:53.737Z
4098,2013-01-03T00:00:00.000Z,SEVERE STORMS AND FLOODING DUE TO THE REMNANTS OF HURRICANE SANDY,2012-10-29T00:00:00.000Z,2012-10-30T00:00:00.000Z,Major Disaster,OH,Ohio                          ,Hurricane,2013-01-03T00:00:00.000Z,2013-01-03T00:00:00.000Z,,fce144380650b16186ab9c1db864d584,2018-03-09T18:41:53.724Z
3354,2012-10-28T00:00:00.000Z,HURRICANE SANDY,2012-10-26T00:00:00.000Z,2012-11-08T00:00:00.000Z,Emergency,NJ,New Jersey                    ,Hurricane,2012-10-29T00:00:00.000Z,2014-10-16T00:00:00.000Z,2014-10-07T00:00:00.000Z,a5121623c523425d2d14517578f9cd3a,2018-03-09T18:41:53.726Z
4090,2012-11-16T00:00:00.000Z,HURRICANE SANDY,2012-10-27T00:00:00.000Z,2012-11-08T00:00:00.000Z,Major Disaster,DE,Delaware                      ,Hurricane,2012-11-16T00:00:00.000Z,2012-11-16T00:00:00.000Z,,2cbdf80337ef775f1f93b5701688ff27,2018-03-09T18:41:53.731Z
4082,2012-09-21T00:00:00.000Z,HURRICANE ISAAC,2012-08-26T00:00:00.000Z,2012-09-05T00:00:00.000Z,Major Disaster,AL,Alabama                       ,Hurricane,2012-09-21T00:00:00.000Z,2012-09-21T00:00:00.000Z,,54840db5122629c951f35fe25ddd3eac,2018-03-09T18:41:53.733Z
4089,2012-11-03T00:00:00.000Z,HURRICANE SANDY,2012-10-26T00:00:00.000Z,2012-10-31T00:00:00.000Z,Major Disaster,RI,Rhode Island                  ,Hurricane,2012-11-03T00:00:00.000Z,2012-11-03T00:00:00.000Z,,940f3bd14f25e26b3f61a342ae69eb78,2018-03-09T18:41:53.735Z
4093,2012-11-27T00:00:00.000Z,HURRICANE SANDY,2012-10-29T00:00:00.000Z,2012-11-08T00:00:00.000Z,Major Disaster,WV,West Virginia                 ,Hurricane,2012-11-27T00:00:00.000Z,2012-11-27T00:00:00.000Z,,22b2b341437a8d5acbd36074d44ea4cd,2018-03-09T18:41:53.724Z
4104,2013-03-05T00:00:00.000Z,SEVERE FREEZE,2012-12-15T00:00:00.000Z,2013-01-21T00:00:00.000Z,Major Disaster,AZ,Arizona                       ,Freezing,2013-03-05T00:00:00.000Z,2016-09-24T00:00:00.000Z,,d7ba5e57294e27c5a314a9944b981339,2018-03-09T18:41:53.729Z
4085,2012-10-30T00:00:00.000Z,HURRICANE SANDY,2012-10-27T00:00:00.000Z,2012-11-08T00:00:00.000Z,Major Disaster,NY,New York                      ,Hurricane,2012-10-30T00:00:00.000Z,2012-11-19T00:00:00.000Z,,5a29eff9e8d6fd2359b5c0da2b528253,2018-03-09T18:41:53.731Z
4103,2013-03-01T00:00:00.000Z,"SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",2013-01-14T00:00:00.000Z,2013-01-17T00:00:00.000Z,Major Disaster,NC,North Carolina                ,Mud/Landslide,2013-03-01T00:00:00.000Z,2016-09-24T00:00:00.000Z,,d37630590830493c04ab5ab3d24964b3,2018-03-09T18:41:53.734Z
3360,2012-10-30T00:00:00.000Z,HURRICANE SANDY,2012-10-26T00:00:00.000Z,2012-10-31T00:00:00.000Z,Emergency,NH,New Hampshire                 ,Hurricane,2012-10-30T00:00:00.000Z,2016-09-28T00:00:00.000Z,2016-09-27T00:00:00.000Z,f956a979341086c09bf51c692e8afc65,2018-03-09T18:41:53.736Z
4088,2012-11-03T00:00:00.000Z,SEVERE STORM AND FLOODING,2012-09-11T00:00:00.000Z,2012-09-11T00:00:00.000Z,Major Disaster,UT,Utah                          ,Flood,2012-11-03T00:00:00.000Z,2018-05-03T00:00:00.000Z,2018-05-02T00:00:00.000Z,a621844f9fa667e500a4daa6dcaa3704,2018-05-03T22:03:01.876Z
4100,2013-01-29T00:00:00.000Z,SEVERE WINTER STORM,2012-12-25T00:00:00.000Z,2012-12-26T00:00:00.000Z,Major Disaster,AR,Arkansas                      ,Severe Ice Storm,2013-01-29T00:00:00.000Z,2013-01-29T00:00:00.000Z,,08784e806f14a76c5f933194b02fb075,2018-03-09T18:41:53.730Z
3355,2012-10-29T00:00:00.000Z,HURRICANE SANDY,2012-10-26T00:00:00.000Z,2012-11-08T00:00:00.000Z,Emergency,RI,Rhode Island                  ,Hurricane,2012-10-29T00:00:00.000Z,2013-08-08T00:00:00.000Z,2013-04-02T00:00:00.000Z,785c69ad026741cf6d894241375ddd91,2018-03-09T18:41:53.732Z
4099,2013-01-10T00:00:00.000Z,HURRICANE SANDY,2012-10-26T00:00:00.000Z,2012-11-08T00:00:00.000Z,Major Disaster,PA,Pennsylvania                  ,Hurricane,2013-01-11T00:00:00.000Z,2013-02-07T00:00:00.000Z,,466554161f6f26bbc9159ce5777ff9e9,2018-03-09T18:41:53.734Z
3356,2012-10-29T00:00:00.000Z,HURRICANE SANDY,2012-10-26T00:00:00.000Z,2012-11-08T00:00:00.000Z,Emergency,PA,Pennsylvania                  ,Hurricane,2012-10-29T00:00:00.000Z,2015-08-10T00:00:00.000Z,2015-07-16T00:00:00.000Z,4b0b7e4b560b3e1914fc75f55d0b0f99,2018-03-09T18:41:53.737Z
4068,2012-07-03T00:00:00.000Z,TROPICAL STORM DEBBY,2012-06-23T00:00:00.000Z,2012-07-26T00:00:00.000Z,Major Disaster,FL,Florida                       ,Severe Storm(s),2012-07-03T00:00:00.000Z,2012-07-30T00:00:00.000Z,,62625d97189b833468c573fb43892382,2018-03-09T18:41:53.747Z
4081,2012-08-29T00:00:00.000Z,HURRICANE ISAAC,2012-08-26T00:00:00.000Z,2012-09-11T00:00:00.000Z,Major Disaster,MS,Mississippi                   ,Hurricane,2012-08-30T00:00:00.000Z,2012-09-12T00:00:00.000Z,,6ea129b804c7ebe6029f167d5dc35e85,2018-03-09T18:41:53.750Z
2995,2012-07-03T00:00:00.000Z,OIL CREEK FIRE ,2012-07-01T00:00:00.000Z,2012-07-07T00:00:00.000Z,Fire Management,WY,Wyoming                       ,Fire,2012-07-06T00:00:00.000Z,2016-06-08T00:00:00.000Z,2016-05-18T00:00:00.000Z,be627d6cdf44aa617c33104543b64bd0,2018-03-09T18:41:53.752Z
3361,2013-02-10T00:00:00.000Z,SEVERE WINTER STORM,2013-02-08T00:00:00.000Z,2013-02-11T00:00:00.000Z,Emergency,CT,Connecticut                   ,Severe Storm(s),2013-02-10T00:00:00.000Z,2014-06-26T00:00:00.000Z,2014-06-26T00:00:00.000Z,41c69a1b84740a0342fe11a3c17ade54,2018-03-09T18:41:53.754Z
3357,2012-10-29T00:00:00.000Z,HURRICANE SANDY,2012-10-27T00:00:00.000Z,2012-11-08T00:00:00.000Z,Emergency,DE,Delaware                      ,Hurricane,2012-10-29T00:00:00.000Z,2015-04-23T00:00:00.000Z,2015-04-16T00:00:00.000Z,539c3ee07b19c28d4576d1462b248ff0,2018-03-09T18:41:53.757Z
2998,2012-08-03T00:00:00.000Z,GEARY FIRE ,2012-08-03T00:00:00.000Z,2012-08-07T00:00:00.000Z,Fire Management,OK,Oklahoma                      ,Fire,2012-08-03T00:00:00.000Z,2015-03-30T00:00:00.000Z,2015-03-25T00:00:00.000Z,67912dfc759cf8bf121cd241d2cdc7f8,2018-03-09T18:41:53.759Z
2990,2012-06-27T00:00:00.000Z,CLAY SPRINGS FIRE,2012-06-27T00:00:00.000Z,2012-07-07T00:00:00.000Z,Fire Management,UT,Utah                          ,Fire,2012-06-29T00:00:00.000Z,2016-02-19T00:00:00.000Z,2016-02-17T00:00:00.000Z,024a3fe3fecf1dda861f68a460fabc5e,2018-03-09T18:41:53.762Z
4077,2012-08-20T00:00:00.000Z,SEVERE STORMS AND STRAIGHT-LINE WINDS,2012-06-29T00:00:00.000Z,2012-07-02T00:00:00.000Z,Major Disaster,OH,Ohio                          ,Severe Storm(s),2012-08-20T00:00:00.000Z,2018-03-08T00:00:00.000Z,2018-01-24T00:00:00.000Z,e77566b58bf19d3572dd883d937551b3,2018-03-09T18:41:53.764Z
2991,2012-06-29T00:00:00.000Z,ROSE CREST FIRE,2012-06-29T00:00:00.000Z,2012-06-30T00:00:00.000Z,Fire Management,UT,Utah                          ,Fire,2012-07-06T00:00:00.000Z,2016-02-19T00:00:00.000Z,2016-02-17T00:00:00.000Z,a42c6306da0abd6fb1345eac863d91ab,2018-03-09T18:41:53.767Z
4097,2012-12-19T00:00:00.000Z,HURRICANE SANDY,2012-10-27T00:00:00.000Z,2012-11-08T00:00:00.000Z,Major Disaster,MA,Massachusetts                 ,Hurricane,2012-12-19T00:00:00.000Z,2012-12-19T00:00:00.000Z,,b5e758e0a9f97d26d5c5e0862c5c0323,2018-03-09T18:41:53.769Z
3353,2012-10-28T00:00:00.000Z,HURRICANE SANDY,2012-10-27T00:00:00.000Z,2012-11-08T00:00:00.000Z,Emergency,CT,Connecticut                   ,Hurricane,2012-10-29T00:00:00.000Z,2017-06-02T00:00:00.000Z,2017-06-01T00:00:00.000Z,f6a4f09afd61d5e2d243a39e748bf350,2018-03-09T18:41:53.771Z
4073,2012-07-31T00:00:00.000Z,SEVERE STORMS ,2012-06-29T00:00:00.000Z,2012-07-01T00:00:00.000Z,Major Disaster,DC,District of Columbia          ,Severe Storm(s),2012-07-31T00:00:00.000Z,2012-07-31T00:00:00.000Z,,616cdf22804b7482155ed22b9a268959,2018-03-09T18:41:53.774Z
2986,2012-06-24T00:00:00.000Z,WOOD HOLLOW FIRE,2012-06-24T00:00:00.000Z,2012-06-28T00:00:00.000Z,Fire Management,UT,Utah                          ,Fire,2012-06-27T00:00:00.000Z,2016-06-08T00:00:00.000Z,2016-06-07T00:00:00.000Z,378c9a47cc68193237f033de092b2f70,2018-03-09T18:41:53.776Z
4072,2012-07-27T00:00:00.000Z,SEVERE STORMS AND STRAIGHT-LINE WINDS,2012-06-29T00:00:00.000Z,2012-07-01T00:00:00.000Z,Major Disaster,VA,Virginia                      ,Severe Storm(s),2012-07-27T00:00:00.000Z,2012-07-27T00:00:00.000Z,,d76a0e97c9ecee39d41abbe25de082d8,2018-03-09T18:41:53.747Z
2984,2012-06-24T00:00:00.000Z,WALDO CANYON FIRE,2012-06-23T00:00:00.000Z,2012-07-08T00:00:00.000Z,Fire Management,CO,Colorado                      ,Fire,2012-06-27T00:00:00.000Z,2016-12-06T00:00:00.000Z,2016-11-17T00:00:00.000Z,0cb28ea7eac4830f2309c7fce397d549,2018-03-09T18:41:53.749Z
4071,2012-07-23T00:00:00.000Z,SEVERE STORMS AND STRAIGHT-LINE WINDS,2012-06-29T00:00:00.000Z,2012-07-08T00:00:00.000Z,Major Disaster,WV,West Virginia                 ,Severe Storm(s),2012-07-23T00:00:00.000Z,2012-08-01T00:00:00.000Z,,16e503c89f901a0c1c75d8558143491e,2018-03-09T18:41:53.751Z
4066,2012-06-22T00:00:00.000Z,"SEVERE STORM, TORNADO, AND FLOODING",2012-05-29T00:00:00.000Z,2012-05-29T00:00:00.000Z,Major Disaster,VT,Vermont                       ,Severe Storm(s),2012-06-22T00:00:00.000Z,2012-06-22T00:00:00.000Z,,321411c2b9859d136565e10336a929f7,2018-03-09T18:41:53.754Z
4086,2012-10-30T00:00:00.000Z,HURRICANE SANDY,2012-10-26T00:00:00.000Z,2012-11-08T00:00:00.000Z,Major Disaster,NJ,New Jersey                    ,Hurricane,2012-10-30T00:00:00.000Z,2012-11-21T00:00:00.000Z,,228cd155929dc7c0dced2ab90eabc701,2018-03-09T18:41:53.756Z
3347,2012-08-27T00:00:00.000Z,TROPICAL STORM ISAAC,2012-08-26T00:00:00.000Z,2012-09-10T00:00:00.000Z,Emergency,LA,Louisiana                     ,Hurricane,2012-08-27T00:00:00.000Z,2015-06-24T00:00:00.000Z,2015-06-17T00:00:00.000Z,c11d5173c6d40508f6186f8140368111,2018-03-09T18:41:53.758Z
3346,2012-06-30T00:00:00.000Z,SEVERE STORMS,2012-06-29T00:00:00.000Z,2012-07-02T00:00:00.000Z,Emergency,OH,Ohio                          ,Severe Storm(s),2012-06-30T00:00:00.000Z,2014-12-09T00:00:00.000Z,2014-12-05T00:00:00.000Z,0acbeca7f2f41b82879420c86a3f4622,2018-03-09T18:41:53.761Z
4080,2012-08-29T00:00:00.000Z,HURRICANE ISAAC,2012-08-26T00:00:00.000Z,2012-09-10T00:00:00.000Z,Major Disaster,LA,Louisiana                     ,Hurricane,2012-08-30T00:00:00.000Z,2012-09-11T00:00:00.000Z,,4df00d0bab340d175304c3eb66f89808,2018-03-09T18:41:53.764Z
2994,2012-07-02T00:00:00.000Z,SHINGLE FIRE,2012-07-02T00:00:00.000Z,2012-07-09T00:00:00.000Z,Fire Management,UT,Utah                          ,Fire,2012-07-06T00:00:00.000Z,2016-02-19T00:00:00.000Z,2016-02-17T00:00:00.000Z,7a4d243259d11716e715e3def34b2260,2018-03-09T18:41:53.766Z
4101,2013-02-13T00:00:00.000Z,"SEVERE STORMS, TORNADOES, AND FLOODING",2013-02-10T00:00:00.000Z,2013-02-22T00:00:00.000Z,Major Disaster,MS,Mississippi                   ,Severe Storm(s),2013-02-13T00:00:00.000Z,2013-03-04T00:00:00.000Z,,23919a85b533f8760849ac992ed96b55,2018-03-09T18:41:53.769Z
