disasterNumber,declarationDate,disasterName,incidentBeginDate,incidentEndDate,declarationType,stateCode,stateName,incidentType,entryDate,updateDate,closeoutDate,hash,lastRefresh
3397,2018-02-11T00:00:00.000Z,TROPICAL STORM GITA,2018-02-07T00:00:00.000Z,,Emergency,AS,American Samoa                ,Hurricane,2018-02-11T00:00:00.000Z,2018-02-11T00:00:00.000Z,,601a2ef0e1628e579a9663cb96f1e142,2018-03-09T18:41:52.618Z
3390,2017-09-18T00:00:00.000Z,HURRICANE MARIA,2017-09-16T00:00:00.000Z,2017-09-22T00:00:00.000Z,Emergency,VI,Virgin Islands of the U.S.    ,Hurricane,2017-09-18T00:00:00.000Z,2017-11-22T00:00:00.000Z,,eb044c0ecbfd57fde494d05dc222817a,2018-03-09T18:41:52.624Z
4352,2017-12-20T00:00:00.000Z,SEVERE STORMS AND FLOODING,2017-10-04T00:00:00.000Z,2017-10-06T00:00:00.000Z,Major Disaster,NM,New Mexico                    ,Flood,2017-12-21T00:00:00.000Z,2017-12-21T00:00:00.000Z,,28c034094b161036551d4ca983d36987,2018-03-09T18:41:52.621Z
3388,2017-09-08T00:00:00.000Z,HURRICANE IRMA,2017-09-04T00:00:00.000Z,2017-10-04T00:00:00.000Z,Emergency,FL,Florida                       ,Hurricane,2017-09-09T00:00:00.000Z,2018-04-03T00:00:00.000Z,2018-03-28T00:00:00.000Z,94abc92dbd1b4c00495721a491e60e8c,2018-04-03T22:01:53.622Z
3395,2017-10-08T00:00:00.000Z,HURRICANE NATE,2017-10-07T00:00:00.000Z,2017-10-11T00:00:00.000Z,Emergency,FL,Florida                       ,Hurricane,2017-10-08T00:00:00.000Z,2017-10-13T00:00:00.000Z,,c6fed05afd22db69c462c9756cf9de79,2018-03-09T18:41:52.623Z
3392,2017-10-06T00:00:00.000Z,TROPICAL STORM NATE,2017-10-05T00:00:00.000Z,2017-10-08T00:00:00.000Z,Emergency,LA,Louisiana                     ,Hurricane,2017-10-06T00:00:00.000Z,2017-10-13T00:00:00.000Z,,f6516ccb149fea3842558c8a15114d84,2018-03-09T18:41:52.623Z
4332,2017-08-25T00:00:00.000Z,HURRICANE HARVEY,2017-08-23T00:00:00.000Z,2017-09-15T00:00:00.000Z,Major Disaster,TX,Texas                         ,Hurricane,2017-08-26T00:00:00.000Z,2017-09-15T00:00:00.000Z,,d5742a7aa55dabde28d1e38c7c1647d2,2018-03-09T18:41:52.626Z
4348,2017-11-14T00:00:00.000Z,FLOODING,2017-05-02T00:00:00.000Z,2017-08-06T00:00:00.000Z,Major Disaster,NY,New York                      ,Flood,2017-11-14T00:00:00.000Z,2017-11-14T00:00:00.000Z,,a106274a3d9e4150f3a28ecaf0b82bf2,2018-03-09T18:41:52.622Z
3384,2017-09-05T00:00:00.000Z,HURRICANE IRMA,2017-09-05T00:00:00.000Z,2017-09-07T00:00:00.000Z,Emergency,PR,Puerto Rico                   ,Hurricane,2017-09-06T00:00:00.000Z,2017-09-18T00:00:00.000Z,,0723bc35711d72c96774b03a057201d4,2018-03-09T18:41:52.625Z
4327,2017-08-05T00:00:00.000Z,FLOODING,2017-06-07T00:00:00.000Z,2017-06-22T00:00:00.000Z,Major Disaster,WY,Wyoming                       ,Flood,2017-08-06T00:00:00.000Z,2017-08-06T00:00:00.000Z,,4f42752a74253f098fc880553cfe335b,2018-03-09T18:41:52.631Z
4302,2017-02-14T00:00:00.000Z,SEVERE WINTER STORM,2017-01-03T00:00:00.000Z,2017-01-05T00:00:00.000Z,Major Disaster,CA,California                    ,Severe Storm(s),2017-02-15T00:00:00.000Z,2017-02-15T00:00:00.000Z,,2aaeeee48be0faff4e150a48e449f6d4,2018-03-09T18:41:52.633Z
4342,2017-10-07T00:00:00.000Z,FLOODING,2017-03-29T00:00:00.000Z,2017-06-15T00:00:00.000Z,Major Disaster,ID,Idaho                         ,Flood,2017-10-07T00:00:00.000Z,2017-10-07T00:00:00.000Z,,16420e17b50aa53bd5e91772f7e4f42a,2018-03-09T18:41:52.636Z
4328,2017-08-08T00:00:00.000Z,"SEVERE WINTER STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",2017-01-07T00:00:00.000Z,2017-01-10T00:00:00.000Z,Major Disaster,OR,Oregon                        ,Severe Storm(s),2017-08-08T00:00:00.000Z,2017-08-08T00:00:00.000Z,,eceafe6d486515ac99acb791b45f1689,2018-03-09T18:41:52.639Z
4303,2017-02-17T00:00:00.000Z,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",2017-01-05T00:00:00.000Z,2017-01-14T00:00:00.000Z,Major Disaster,NV,Nevada                        ,Severe Storm(s),2017-02-18T00:00:00.000Z,2017-02-18T00:00:00.000Z,,132d8025ecc7df4e5b686f544417b561,2018-03-09T18:41:52.642Z
4341,2017-09-27T00:00:00.000Z,HURRICANE IRMA - SEMINOLE TRIBE OF FLORIDA,2017-09-04T00:00:00.000Z,2017-10-04T00:00:00.000Z,Major Disaster,FL,Florida                       ,Hurricane,2017-09-27T00:00:00.000Z,2017-10-13T00:00:00.000Z,,2bf7fc89fbeab8c77e513269f2d493af,2018-03-09T18:41:52.646Z
4307,2017-03-27T00:00:00.000Z,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",2017-02-05T00:00:00.000Z,2017-02-22T00:00:00.000Z,Major Disaster,NV,Nevada                        ,Severe Storm(s),2017-03-28T00:00:00.000Z,2017-03-28T00:00:00.000Z,,12b88238bf2d7aed87d3401c9aed4a64,2018-03-09T18:41:52.633Z
4344,2017-10-10T00:00:00.000Z,WILDFIRES,2017-10-08T00:00:00.000Z,2017-10-31T00:00:00.000Z,Major Disaster,CA,California                    ,Fire,2017-10-10T00:00:00.000Z,2017-11-07T00:00:00.000Z,,fe15d40c1ed6d59e6ec7166178d5b3e9,2018-03-09T18:41:52.635Z
4334,2017-08-27T00:00:00.000Z,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",2017-07-19T00:00:00.000Z,2017-07-23T00:00:00.000Z,Major Disaster,IA,Iowa                          ,Severe Storm(s),2017-08-27T00:00:00.000Z,2017-08-27T00:00:00.000Z,,4d1e48d7b1b47cb5685ed8355c1f7c0f,2018-03-09T18:41:52.639Z
4308,2017-04-01T00:00:00.000Z,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",2017-02-01T00:00:00.000Z,2017-02-23T00:00:00.000Z,Major Disaster,CA,California                    ,Flood,2017-04-02T00:00:00.000Z,2017-04-02T00:00:00.000Z,,8c026134c740d9933e3aab84ee34b57c,2018-03-09T18:41:52.641Z
3394,2017-10-08T00:00:00.000Z,HURRICANE NATE,2017-10-06T00:00:00.000Z,2017-10-10T00:00:00.000Z,Emergency,AL,Alabama                       ,Hurricane,2017-10-08T00:00:00.000Z,2018-02-21T00:00:00.000Z,,0c10694397b501a5e50e3009d7faff3c,2018-03-09T18:41:52.645Z
4317,2017-06-02T00:00:00.000Z,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS AND FLOODING",2017-04-28T00:00:00.000Z,2017-05-11T00:00:00.000Z,Major Disaster,MO,Missouri                      ,Flood,2017-06-02T00:00:00.000Z,2017-06-02T00:00:00.000Z,,48c5327ca0ce6d8b48733512a54f4af7,2018-03-09T18:41:52.632Z
4353,2018-01-02T00:00:00.000Z,"WILDFIRES, FLOODING, MUDFLOWS, AND DEBRIS FLOWS",2017-12-04T00:00:00.000Z,,Major Disaster,CA,California                    ,Fire,2018-01-03T00:00:00.000Z,2018-01-10T00:00:00.000Z,,247f1ec561506cb350c5d0177abb0f1b,2018-03-09T18:41:52.634Z
4336,2017-09-10T00:00:00.000Z,HURRICANE IRMA,2017-09-05T00:00:00.000Z,2017-09-07T00:00:00.000Z,Major Disaster,PR,Puerto Rico                   ,Hurricane,2017-09-10T00:00:00.000Z,2017-09-18T00:00:00.000Z,,f24f835eebb7817791ad06e6bad40344,2018-03-09T18:41:52.637Z
4318,2017-06-15T00:00:00.000Z,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",2017-04-26T00:00:00.000Z,2017-05-19T00:00:00.000Z,Major Disaster,AR,Arkansas                      ,Severe Storm(s),2017-06-15T00:00:00.000Z,2017-06-15T00:00:00.000Z,,e0392ab4c2ebf7477ecaacd42f3ca758,2018-03-09T18:41:52.640Z
4351,2017-12-20T00:00:00.000Z,SEVERE STORM,2017-09-28T00:00:00.000Z,2017-09-30T00:00:00.000Z,Major Disaster,AK,Alaska                        ,Severe Storm(s),2017-12-21T00:00:00.000Z,2017-12-21T00:00:00.000Z,,b61a0703a9124a29f94bf3877f8a22f2,2018-03-09T18:41:52.644Z
3396,2017-12-08T00:00:00.000Z,WILDFIRES,2017-12-04T00:00:00.000Z,2017-12-29T00:00:00.000Z,Emergency,CA,California                    ,Fire,2017-12-08T00:00:00.000Z,2018-05-23T00:00:00.000Z,,6cba23d9d98dc940a1912541cc0aab02,2018-05-23T22:20:37.386Z
4312,2017-05-02T00:00:00.000Z,FLOODING,2017-02-08T00:00:00.000Z,2017-02-11T00:00:00.000Z,Major Disaster,CA,California                    ,Severe Storm(s),2017-05-02T00:00:00.000Z,2017-05-02T00:00:00.000Z,,941c576c9b0de6097af9269704331f57,2018-03-09T18:41:52.632Z
4349,2017-11-16T00:00:00.000Z,HURRICANE NATE,2017-10-06T00:00:00.000Z,2017-10-10T00:00:00.000Z,Major Disaster,AL,Alabama                       ,Hurricane,2017-11-17T00:00:00.000Z,2017-11-17T00:00:00.000Z,,d3af1999d5faa8ca6282644ee55bfb65,2018-03-09T18:41:52.635Z
3385,2017-09-05T00:00:00.000Z,HURRICANE IRMA,2017-09-04T00:00:00.000Z,2017-10-18T00:00:00.000Z,Emergency,FL,Florida                       ,Hurricane,2017-09-06T00:00:00.000Z,2017-12-18T00:00:00.000Z,2017-12-18T00:00:00.000Z,5346f25ae2655df4a54e72011756e71c,2018-03-09T18:41:52.638Z
4313,2017-05-18T00:00:00.000Z,"SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",2017-03-06T00:00:00.000Z,2017-03-28T00:00:00.000Z,Major Disaster,ID,Idaho                         ,Flood,2017-05-18T00:00:00.000Z,2017-05-18T00:00:00.000Z,,6f4fdd3e71026339ce12394dde6fba5d,2018-03-09T18:41:52.641Z
4347,2017-11-07T00:00:00.000Z,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING",2017-07-22T00:00:00.000Z,2017-07-27T00:00:00.000Z,Major Disaster,KS,Kansas                        ,Severe Storm(s),2017-11-08T00:00:00.000Z,2017-11-08T00:00:00.000Z,,bce945c27e80d0a1f4ffa139f947680b,2018-03-09T18:41:52.645Z
4346,2017-10-16T00:00:00.000Z,HURRICANE IRMA,2017-09-06T00:00:00.000Z,2017-09-13T00:00:00.000Z,Major Disaster,SC,South Carolina                ,Hurricane,2017-10-16T00:00:00.000Z,2017-10-16T00:00:00.000Z,,641819a3a8bbeb496ad2fcf093db9bd3,2018-03-09T18:41:52.648Z
4322,2017-07-12T00:00:00.000Z,SEVERE WINTER STORM AND SNOWSTORM,2017-03-14T00:00:00.000Z,2017-03-15T00:00:00.000Z,Major Disaster,NY,New York                      ,Snow,2017-07-12T00:00:00.000Z,2017-07-12T00:00:00.000Z,,d51590cf12cfcf9f515d5cd0807b4360,2018-03-09T18:41:52.631Z
4357,2018-03-02T00:00:00.000Z,TROPICAL STORM GITA,2018-02-07T00:00:00.000Z,2018-02-12T00:00:00.000Z,Major Disaster,AS,American Samoa                ,Hurricane,2018-03-02T00:00:00.000Z,2018-03-03T00:00:00.000Z,,957a51bf0cc57138e917e2e2ed9b6885,2018-03-09T18:41:52.634Z
3391,2017-09-18T00:00:00.000Z,HURRICANE MARIA,2017-09-17T00:00:00.000Z,2017-11-15T00:00:00.000Z,Emergency,PR,Puerto Rico                   ,Hurricane,2017-09-18T00:00:00.000Z,2017-12-06T00:00:00.000Z,,a15a43a53940e4a2e8f05497eb2b3c90,2018-03-09T18:41:52.636Z
4323,2017-07-12T00:00:00.000Z,FLOODING,2017-03-23T00:00:00.000Z,2017-04-29T00:00:00.000Z,Major Disaster,ND,North Dakota                  ,Flood,2017-07-12T00:00:00.000Z,2017-07-12T00:00:00.000Z,,52cb4a99513a63dad1454b4a95367fc6,2018-03-09T18:41:52.640Z
4356,2018-01-02T00:00:00.000Z,SEVERE STORM AND FLOODING,2017-10-29T00:00:00.000Z,2017-10-30T00:00:00.000Z,Major Disaster,VT,Vermont                       ,Severe Storm(s),2018-01-03T00:00:00.000Z,2018-01-03T00:00:00.000Z,,485015df49e953dd01f20901172e0670,2018-03-09T18:41:52.643Z
4355,2018-01-02T00:00:00.000Z,SEVERE STORM AND FLOODING,2017-10-29T00:00:00.000Z,2017-11-01T00:00:00.000Z,Major Disaster,NH,New Hampshire                 ,Severe Storm(s),2018-01-03T00:00:00.000Z,2018-01-03T00:00:00.000Z,,7a54db2a0649e2dcfd2d70f5ac22f65b,2018-03-09T18:41:52.647Z
4326,2017-08-02T00:00:00.000Z,SEVERE STORMS AND FLOODING,2017-06-22T00:00:00.000Z,2017-06-27T00:00:00.000Z,Major Disaster,MI,Michigan                      ,Severe Storm(s),2017-08-02T00:00:00.000Z,2017-08-02T00:00:00.000Z,,b559942341e96108768dc989a64aae77,2018-03-09T18:41:52.669Z
3381,2017-02-14T00:00:00.000Z,POTENTIAL FAILURE OF THE EMERGENCY SPILLWAY AT OROVILLE LAKE,2017-02-07T00:00:00.000Z,2017-02-23T00:00:00.000Z,Emergency,CA,California                    ,Dam/Levee Break,2017-02-15T00:00:00.000Z,2017-10-20T00:00:00.000Z,,802414c5a5c07094a5218cac98f0e316,2018-03-09T18:41:52.671Z
3382,2017-08-28T00:00:00.000Z,TROPICAL STORM HARVEY,2017-08-27T00:00:00.000Z,2017-09-10T00:00:00.000Z,Emergency,LA,Louisiana                     ,Hurricane,2017-08-28T00:00:00.000Z,2018-08-02T00:00:00.000Z,,67732708e6c50bc279e809c0e3ba25e8,2018-08-02T18:42:55.130Z
4310,2017-04-21T00:00:00.000Z,SEVERE WINTER STORMS AND FLOODING,2017-02-05T00:00:00.000Z,2017-02-27T00:00:00.000Z,Major Disaster,ID,Idaho                         ,Flood,2017-04-21T00:00:00.000Z,2017-04-21T00:00:00.000Z,,ac0eb4b2b4a2550946cc19b0037515cd,2018-03-09T18:41:52.677Z
3383,2017-09-05T00:00:00.000Z,HURRICANE IRMA,2017-09-05T00:00:00.000Z,2017-09-07T00:00:00.000Z,Emergency,VI,Virgin Islands of the U.S.    ,Hurricane,2017-09-06T00:00:00.000Z,2017-09-18T00:00:00.000Z,,32f72fd173fa0ae2c647f217805fc956,2018-03-09T18:41:52.667Z
4311,2017-04-21T00:00:00.000Z,SEVERE WINTER STORMS AND FLOODING,2017-02-07T00:00:00.000Z,2017-02-27T00:00:00.000Z,Major Disaster,UT,Utah                          ,Flood,2017-04-21T00:00:00.000Z,2017-04-21T00:00:00.000Z,,324e770c7238e7505478ce82ff59b3f6,2018-03-09T18:41:52.670Z
3389,2017-09-11T00:00:00.000Z,HURRICANE IRMA,2017-09-08T00:00:00.000Z,2017-09-14T00:00:00.000Z,Emergency,AL,Alabama                       ,Hurricane,2017-09-11T00:00:00.000Z,2018-06-11T00:00:00.000Z,2018-06-11T00:00:00.000Z,9a256dd2a61bc77c4a2c034dfd675865,2018-06-11T22:23:28.477Z
4320,2017-06-23T00:00:00.000Z,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING",2017-05-27T00:00:00.000Z,2017-05-28T00:00:00.000Z,Major Disaster,TN,Tennessee                     ,Severe Storm(s),2017-06-23T00:00:00.000Z,2017-06-23T00:00:00.000Z,,1a21ec64b4c763acba5b74f221d078fc,2018-03-09T18:41:52.676Z
4338,2017-09-15T00:00:00.000Z,HURRICANE IRMA,2017-09-07T00:00:00.000Z,2017-09-20T00:00:00.000Z,Major Disaster,GA,Georgia                       ,Hurricane,2017-09-16T00:00:00.000Z,2017-09-27T00:00:00.000Z,,2ddb2dc467e14743b309d0a382112cfa,2018-03-09T18:41:52.666Z
4321,2017-06-26T00:00:00.000Z,SEVERE WINTER STORM AND STRAIGHT-LINE WINDS,2017-04-29T00:00:00.000Z,2017-05-03T00:00:00.000Z,Major Disaster,NE,Nebraska                      ,Severe Storm(s),2017-06-26T00:00:00.000Z,2017-06-26T00:00:00.000Z,,4de7f15527e48d14835b025ec34c8dab,2018-03-09T18:41:52.669Z
3393,2017-10-07T00:00:00.000Z,HURRICANE NATE,2017-10-06T00:00:00.000Z,2017-10-10T00:00:00.000Z,Emergency,MS,Mississippi                   ,Hurricane,2017-10-08T00:00:00.000Z,2018-03-29T00:00:00.000Z,,9e60cc0adc5e3c1c69093a5b0047b127,2018-03-29T22:00:45.070Z
4330,2017-08-16T00:00:00.000Z,SEVERE STORMS AND FLOODING,2017-06-29T00:00:00.000Z,2017-07-01T00:00:00.000Z,Major Disaster,VT,Vermont                       ,Severe Storm(s),2017-08-16T00:00:00.000Z,2017-08-16T00:00:00.000Z,,aae9e754a9cc2bc8137448ae09d1da4b,2018-03-09T18:41:52.675Z
4305,2017-03-16T00:00:00.000Z,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",2017-01-18T00:00:00.000Z,2017-01-23T00:00:00.000Z,Major Disaster,CA,California                    ,Flood,2017-03-16T00:00:00.000Z,2017-03-16T00:00:00.000Z,,afe705b066fe11e0b5214e1791183f20,2018-03-09T18:41:52.677Z
4339,2017-09-20T00:00:00.000Z,HURRICANE MARIA,2017-09-17T00:00:00.000Z,2017-11-15T00:00:00.000Z,Major Disaster,PR,Puerto Rico                   ,Hurricane,2017-09-21T00:00:00.000Z,2017-12-06T00:00:00.000Z,,6ebc2855c8401d90c8175d5abf722cb9,2018-03-09T18:41:52.680Z
4324,2017-07-25T00:00:00.000Z,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",2017-05-16T00:00:00.000Z,2017-05-20T00:00:00.000Z,Major Disaster,OK,Oklahoma                      ,Tornado,2017-07-25T00:00:00.000Z,2017-07-25T00:00:00.000Z,,27c2e440fff6bc78666b24d73689db3c,2018-03-09T18:41:52.683Z
4331,2017-08-18T00:00:00.000Z,"SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",2017-07-28T00:00:00.000Z,2017-07-29T00:00:00.000Z,Major Disaster,WV,West Virginia                 ,Severe Storm(s),2017-08-19T00:00:00.000Z,2017-08-19T00:00:00.000Z,,82d67f84deb41feabcff75c46749e366,2018-03-09T18:41:52.668Z
4306,2017-03-21T00:00:00.000Z,SEVERE WINTER STORM AND STRAIGHT-LINE WINDS,2017-02-06T00:00:00.000Z,2017-02-07T00:00:00.000Z,Major Disaster,WY,Wyoming                       ,Severe Storm(s),2017-03-22T00:00:00.000Z,2017-03-22T00:00:00.000Z,,bdc94cae19c627fcdcaa4a2107c9076f,2018-03-09T18:41:52.671Z
3386,2017-09-07T00:00:00.000Z,HURRICANE IRMA,2017-09-06T00:00:00.000Z,2017-09-13T00:00:00.000Z,Emergency,SC,South Carolina                ,Hurricane,2017-09-07T00:00:00.000Z,2018-07-26T00:00:00.000Z,2018-07-18T00:00:00.000Z,e545b2587672e461fb1745d60762fc5d,2018-07-26T19:46:24.949Z
4315,2017-05-26T00:00:00.000Z,"SEVERE STORMS, TORNADOES, AND FLOODING",2017-04-28T00:00:00.000Z,2017-05-02T00:00:00.000Z,Major Disaster,OK,Oklahoma                      ,Severe Storm(s),2017-05-26T00:00:00.000Z,2017-05-26T00:00:00.000Z,,7ac49436f58306a4e90629bf2ef69a21,2018-03-09T18:41:52.676Z
4345,2017-10-16T00:00:00.000Z,TROPICAL STORM HARVEY,2017-08-28T00:00:00.000Z,2017-09-10T00:00:00.000Z,Major Disaster,LA,Louisiana                     ,Hurricane,2017-10-16T00:00:00.000Z,2017-10-16T00:00:00.000Z,,e31ad419a655af584208dece8209925b,2018-03-09T18:41:52.679Z
4333,2017-08-27T00:00:00.000Z,"FLOODING, LANDSLIDES, AND MUDSLIDES",2017-05-06T00:00:00.000Z,2017-06-16T00:00:00.000Z,Major Disaster,ID,Idaho                         ,Flood,2017-08-27T00:00:00.000Z,2017-08-27T00:00:00.000Z,,6fd3098311515b3e20c0a864262b6d1e,2018-03-09T18:41:52.682Z
4309,2017-04-21T00:00:00.000Z,"SEVERE WINTER STORMS, FLOODING, LANDSLIDES,  MUDSLIDES",2017-01-30T00:00:00.000Z,2017-02-22T00:00:00.000Z,Major Disaster,WA,Washington                    ,Flood,2017-04-21T00:00:00.000Z,2017-04-21T00:00:00.000Z,,b145acaec63ed72d670539c13dda26ea,2018-03-09T18:41:52.684Z
4350,2017-11-22T00:00:00.000Z,HURRICANE NATE,2017-10-06T00:00:00.000Z,2017-10-10T00:00:00.000Z,Major Disaster,MS,Mississippi                   ,Hurricane,2017-11-22T00:00:00.000Z,2017-11-22T00:00:00.000Z,,fb8b9b52706b93f5f9b5ef6c8333f773,2018-03-09T18:41:52.678Z
4335,2017-09-07T00:00:00.000Z,HURRICANE IRMA,2017-09-05T00:00:00.000Z,2017-09-07T00:00:00.000Z,Major Disaster,VI,Virgin Islands of the U.S.    ,Hurricane,2017-09-07T00:00:00.000Z,2017-09-18T00:00:00.000Z,,55b2730533da921c05c6c9b8fe454df6,2018-03-09T18:41:52.681Z
4314,2017-05-22T00:00:00.000Z,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",2017-04-30T00:00:00.000Z,2017-04-30T00:00:00.000Z,Major Disaster,MS,Mississippi                   ,Severe Storm(s),2017-05-22T00:00:00.000Z,2017-05-22T00:00:00.000Z,,16b477a97fd516df1086bd41ce8f1c7b,2018-03-09T18:41:52.684Z
4343,2017-10-07T00:00:00.000Z,"SEVERE STORMS, STRAIGHT-LINE WINDS, FLOODING, LANDSLIDES, AND MUD",2017-07-19T00:00:00.000Z,2017-07-23T00:00:00.000Z,Major Disaster,WI,Wisconsin                     ,Severe Storm(s),2017-10-07T00:00:00.000Z,2017-10-08T00:00:00.000Z,,f13deca5f50ec025abe20e0dbb7752a0,2018-03-09T18:41:52.680Z
4329,2017-08-09T00:00:00.000Z,SEVERE STORMS AND FLOODING,2017-07-01T00:00:00.000Z,2017-07-02T00:00:00.000Z,Major Disaster,NH,New Hampshire                 ,Severe Storm(s),2017-08-09T00:00:00.000Z,2017-08-09T00:00:00.000Z,,4105c9cc0aa313a3bc3df757868e0f84,2018-03-09T18:41:52.682Z
4304,2017-02-24T00:00:00.000Z,SEVERE WINTER STORM,2017-01-13T00:00:00.000Z,2017-01-16T00:00:00.000Z,Major Disaster,KS,Kansas                        ,Severe Ice Storm,2017-02-24T00:00:00.000Z,2017-02-24T00:00:00.000Z,,aeb38ee3d7d617bf6b4f8d370c950e9f,2018-03-09T18:41:52.685Z
3387,2017-09-08T00:00:00.000Z,HURRICANE IRMA,2017-09-07T00:00:00.000Z,2017-09-20T00:00:00.000Z,Emergency,GA,Georgia                       ,Hurricane,2017-09-08T00:00:00.000Z,2017-12-18T00:00:00.000Z,2017-12-18T00:00:00.000Z,ed2e7b80c2c61ec697c148762ffcb6cc,2018-03-09T18:41:52.667Z
4316,2017-06-01T00:00:00.000Z,SEVERE WINTER STORM ,2017-03-14T00:00:00.000Z,2017-03-15T00:00:00.000Z,Major Disaster,NH,New Hampshire                 ,Severe Storm(s),2017-06-01T00:00:00.000Z,2017-06-01T00:00:00.000Z,,6c13df7e2d18a013200b0af16f3c4672,2018-03-09T18:41:52.670Z
4340,2017-09-20T00:00:00.000Z,HURRICANE MARIA,2017-09-16T00:00:00.000Z,2017-09-22T00:00:00.000Z,Major Disaster,VI,Virgin Islands of the U.S.    ,Hurricane,2017-09-21T00:00:00.000Z,2017-11-22T00:00:00.000Z,,82a987bf939fe67bda28b8a289bab63e,2018-03-09T18:41:52.672Z
4325,2017-08-01T00:00:00.000Z,"SEVERE STORMS, TORNADOES, AND STRAIGHT-LINE WINDS",2017-06-12T00:00:00.000Z,2017-06-17T00:00:00.000Z,Major Disaster,NE,Nebraska                      ,Severe Storm(s),2017-08-01T00:00:00.000Z,2017-08-01T00:00:00.000Z,,9d8ac5c3e42e0974f07327b78abcfd68,2018-03-09T18:41:52.675Z
4354,2018-01-02T00:00:00.000Z,SEVERE STORM AND FLOODING,2017-10-29T00:00:00.000Z,2017-11-01T00:00:00.000Z,Major Disaster,ME,Maine                         ,Severe Storm(s),2018-01-03T00:00:00.000Z,2018-01-03T00:00:00.000Z,,b4324e091d922f849f868f1a3bf7a834,2018-03-09T18:41:52.678Z
4337,2017-09-10T00:00:00.000Z,HURRICANE IRMA,2017-09-04T00:00:00.000Z,2017-10-18T00:00:00.000Z,Major Disaster,FL,Florida                       ,Hurricane,2017-09-10T00:00:00.000Z,2017-10-20T00:00:00.000Z,,a6c4b1c270aaf0c39cd6c9130ba46a9b,2018-03-09T18:41:52.681Z
4319,2017-06-16T00:00:00.000Z,"SEVERE WINTER STORM, SNOWSTORM, STRAIGHT-LINE WINDS, AND FLOODING",2017-04-28T00:00:00.000Z,2017-05-03T00:00:00.000Z,Major Disaster,KS,Kansas                        ,Snow,2017-06-16T00:00:00.000Z,2017-06-16T00:00:00.000Z,,cd637a41031e5c57ba3b1dfcf84cd3fa,2018-03-09T18:41:52.683Z
4300,2017-02-11T00:00:00.000Z,"SEVERE STORMS, TORNADOES, AND STRAIGHT-LINE WINDS",2017-02-07T00:00:00.000Z,2017-02-07T00:00:00.000Z,Major Disaster,LA,Louisiana                     ,Tornado,2017-02-11T00:00:00.000Z,2017-02-11T00:00:00.000Z,,cbde8c0f74b7639ce8b7c3b250dd50da,2018-03-09T18:41:52.898Z
4294,2017-01-25T00:00:00.000Z,"SEVERE STORMS, TORNADOES, AND STRAIGHT-LINE WINDS",2017-01-02T00:00:00.000Z,2017-01-02T00:00:00.000Z,Major Disaster,GA,Georgia                       ,Severe Storm(s),2017-01-25T00:00:00.000Z,2017-01-25T00:00:00.000Z,,18a42f8d83d8b0e809b260adbd7f9c61,2018-03-09T18:41:52.900Z
4274,2016-07-15T00:00:00.000Z,SEVERE STORMS AND FLOODING,2016-06-11T00:00:00.000Z,2016-06-13T00:00:00.000Z,Major Disaster,OK,Oklahoma                      ,Flood,2016-07-15T00:00:00.000Z,2016-07-15T00:00:00.000Z,,dc4ad467b3a537a760f97a0132278576,2018-03-09T18:41:52.902Z
4290,2016-11-02T00:00:00.000Z,SEVERE STORMS AND FLOODING,2016-09-21T00:00:00.000Z,2016-09-24T00:00:00.000Z,Major Disaster,MN,Minnesota                     ,Flood,2016-11-02T00:00:00.000Z,2016-11-02T00:00:00.000Z,,a0e6dea89a0c2575656d169c878d0e54,2018-03-09T18:41:52.900Z
4269,2016-04-25T00:00:00.000Z,SEVERE STORMS AND FLOODING ,2016-04-17T00:00:00.000Z,2016-04-30T00:00:00.000Z,Major Disaster,TX,Texas                         ,Flood,2016-04-25T00:00:00.000Z,2016-06-29T00:00:00.000Z,,5c8d479fff7876a2d7f944df2d38e6e4,2018-03-09T18:41:52.903Z
3378,2016-10-06T00:00:00.000Z,HURRICANE MATTHEW,2016-10-04T00:00:00.000Z,2016-10-30T00:00:00.000Z,Emergency,SC,South Carolina                ,Hurricane,2016-10-06T00:00:00.000Z,2018-01-11T00:00:00.000Z,2017-12-20T00:00:00.000Z,cf6ce9f4cd8741d40640b0774d4e87e2,2018-03-09T18:41:52.901Z
